creative,uid,f_picture,f_dist,o_picture,o_dist
USSEN/KY MCCONNELL DIFFERENT DIRECTION 60,0B86hsZhKmM,1,0.3590860471203701,1,0.32608189030172585
USSEN/KY MCCONNELL DR SANDY,R59XywkUyTg,1,0.33907162107418093,0,0.655171692832858
USSEN/KY MCCONNELL EMPTY PARKING SPACE,Jl6vHM_CBE8,1,0.3986890457383149,1,0.39269585795160467
USSEN/KY MCCONNELL FACT CHECKS,MJycGIFva7M,1,0.30981245875323143,1,0.4891405908541059
USSEN/KY MCCONNELL FARMERS,DQIpXidhQqc,1,0.3886398719354457,0,0.6049090736683199
USSEN/KY MCCONNELL FREEDOM,dtZCqHyIjl0,1,0.463288497660456,0,0.6823911486940856
USSEN/KY MCCONNELL FREEDOM 60,n_J-K6lQw70,1,0.45805723076057464,0,0.6659431064811676
USSEN/KY MCCONNELL HYPOCRISY,XxSsolni6zQ,1,0.32199895271974105,1,0.4540166412836453
USSEN/KY MCCONNELL KATHY WALKER,drTVvto7od4,1,0.3353736165396856,1,0.36968520860054666
USSEN/KY MCCONNELL LAUGHABLE,-IbqSSO0Ldc,1,0.35681252177231787,1,0.4271909360295426
USSEN/KY MCCONNELL LEADS,oKekeACF3d8,1,0.34331296072561646,0,0.6427563343622814
USSEN/KY MCCONNELL LIFELONG,RrR8Xe1N1yg,1,0.3481063026264627,0,0.7686547350216598
USSEN/KY MCCONNELL NO EXPERIENCE,jtXcPamySC8,1,0.292717237391538,1,0.41097446839853674
USSEN/KY MCCONNELL OUR VOICE FOR COAL,AUUuKwOilZ8,1,0.33120052606718303,1,0.3284161496994494
USSEN/KY MCCONNELL PAUSES,SGPbQ6MvkUY,1,0.3281262982185278,1,0.39254919962976126
USSEN/KY MCCONNELL SAVED,aVrXWftBImA,1,0.30465345565317226,0,0.735407407208507
USSEN/KY MCCONNELL SERIOUS TIMES,LomQCIZzA9s,1,0.27825975909221407,1,0.4343175768046377
USSEN/KY MCCONNELL STRONG KENTUCKY WOMAN,Rq8NhMvo0pY,1,0.26451552626222946,1,0.3424823927057345
USSEN/KY MCCONNELL THIS FALL,3TDRgcJ0tQA,1,0.39116052708396576,1,0.4369482893400102
USSEN/KY MCCONNELL TOUR BUS,0O9SF8BhsRQ,1,0.3626800099694245,1,0.43668620621127674
USSEN/KY MCCONNELL WILLIAMS,fG5Ws69wF0g,1,0.39038048463092834,0,0.7431706586553591
USSEN/LA CASSIDY A FEW WORDS,1PkJ2d6IQI4,0,0.7272901522446996,1,0.3822182078857529
USSEN/LA CASSIDY DUMB,VHqD6mekv-M,0,0.5374551962973287,1,0.40472802735659574
USSEN/LA CASSIDY EXEMPT,qYXF_9DRnhc,1,0.38991092519084075,0,0.7144332771317397
USSEN/LA CASSIDY I READ IT,-K9vJzPfw5A,1,0.36479094407959867,0,0.6583022513728369
USSEN/LA CASSIDY MISTAKE,us7RnWIu7u8,1,0.30153813185999845,0,0.6620089603447693
USSEN/LA CASSIDY SHE HAS CHANGED,l4FWHruqic4,1,0.4496981319927738,1,0.37519763972620607
USSEN/LA CASSIDY TWO OBAMAS,RPdd0jVkaog,1,0.4575941319941968,1,0.3998677613459449
USSEN/LA CASSIDY YES WE CAN,6VRQwkE0II0,1,0.3862236512294848,1,0.49206274250005144
USSEN/LA CASSIDY YOUR TURN,0AJFxuO-Nu4,1,0.353485808955951,1,0.4253991597229795
USSEN/LA CASSIDY&NRSC A MESS,irYt6H9AE3w,1,0.38237844741457305,1,0.38697803877363335
USSEN/LA CASSIDY&NRSC ANOTHER OBAMACARE LIE,fB3yB8nGFMs,1,0.43353872182009495,1,0.3990543639372959
USSEN/LA LANDRIEU CRAZY,N3eiLIbMbd8,1,0.4166200566287788,0,0.6937689947865957
USSEN/LA LANDRIEU ELECTRICIAN,_3-_JUGoGvo,0,0.6944952019835433,1,0.39993029862838386
USSEN/LA LANDRIEU EXTRA MILE,w3D0wyB9NcI,1,0.3276442674302296,0,0.801038476985916
USSEN/LA LANDRIEU FATHER DAUGHTER 1,o57WvwHJMS0,1,0.32879953345408236,0,0.7469171945085487
USSEN/LA LANDRIEU FATHER DAUGHTER 2,DHjlbgjcJRg,1,0.35117631830975654,0,0.7080955350934114
USSEN/LA LANDRIEU FATHER DAUGHTER 3,XxNDGEvkMXo,1,0.35514787867620823,0,0.6318111441096124
USSEN/LA LANDRIEU LISTEN TO LOUISIANA,ExqR6B_GMGA,1,0.36152504957469334,0,0.6125193900032021
USSEN/LA LANDRIEU PK SCHEERLE,CAtfuqW1L-8,1,0.4170190106435052,1,0.4358762850063028
USSEN/LA LANDRIEU SHIP BUILDER,Id-G4R50T4A,1,0.409564505685431,0,0.6953942727770273
USSEN/LA LANDRIEU WE'RE ALL WITH MARY,-ZzqgAmnAs8,0,0.5802348407219983,0,0.6841183135056202
USSEN/LA LANDRIEU WILL NOT REST,EQU87DQsYZ0,1,0.40252198639977216,0,0.6456152055956182
USSEN/MA BROWN ASBESTOS CLAIMS,p53HYpTu7Jk,1,0.4590761953437207,0,0.583249610741553
USSEN/MA BROWN ASBESTOS VICTIMS,uizzOZFy7Dk,1,0.4422138888253808,0,0.6788210125070538
USSEN/MA BROWN BIPARTISAN SENATOR,qiq2130HAXI,1,0.42444785533704704,0,0.6999642194947202
USSEN/MA BROWN CAUGHT IN A LIE,QNY4HL81oIU,1,0.4423677027660766,0,0.6535460316648659
USSEN/MA BROWN DIDN'T HAVE IT EASY,xf2iAj8ljRE,0,0.528103903254608,0,0.7490806723713461
USSEN/MA BROWN FISHING INDUSTRY,AWFcqZjE2Zs,1,0.40602289688457943,0,0.7071726908047375
USSEN/MA BROWN GAIL HUFF 3,AWuVw_n4NSs,1,0.39658893663747835,1,0.33703854296803043
USSEN/MA BROWN HERITAGE CLAIMS,d0xWBRNrDfw,1,0.40350026856974264,1,0.4085988920652538
USSEN/MA BROWN HIRED GUN,n-WlHW4Tj0c,1,0.44484461441895135,1,0.38536802500239914
USSEN/MA BROWN INSIDER TRADING,aExxgbIuGlU,0,0.5285917407349052,0,0.5880627312306137
USSEN/MA BROWN KEEP TAXES LOW,jhxNO_VWVFM,1,0.44220312467576833,1,0.4254442619527255
USSEN/MA BROWN KONNIE LUKES,99L5Ipiw7FA,1,0.41384936033108627,0,0.6112315796074455
USSEN/MA BROWN LAURIE MYERS,vycWApIe_zw,1,0.37458871084110945,0,0.5543837304420698
USSEN/MA BROWN NEGATIVE ATTACKS,_sl4Gz56YFQ,1,0.46037422997774324,0,0.5654598584575757
USSEN/MA BROWN PAUL WALSH,7wUQJTqGR3Y,1,0.4326902280799238,0,0.5374578769805256
USSEN/MA BROWN PAUL WALSH 2,UAp6tXNhTuU,1,0.44511611516533905,0,0.5389057750935402
USSEN/MA BROWN RAY FLYNN ENDORSEMENT,ysTh7eQlCTw,1,0.42923812638591713,0,0.6838395051543847
USSEN/MA BROWN SPRINGFIELD TORNADOES,Q_GX1NtbD_k,0,0.5150903774385905,0,0.6576822769191913
USSEN/MA BROWN SUPPORTS WOMEN,5kUdnLx5n5Y,1,0.42293667684884245,0,0.6598196218481895
USSEN/MA BROWN THE CHOICE,w9CETXKuPoU,1,0.38340019406346776,1,0.4110577791079728
USSEN/MA BROWN THOMAS HUDNER,Si38w4LZscs,1,0.39827614283934604,0,0.6877565003351009
USSEN/MA BROWN TOUGH ON THE MIDDLE CLASS,07Pid6Am69I,1,0.44398192787237506,0,0.5889882625224796
USSEN/MA BROWN VOTE THE PERSON,waEOB6v76A8,1,0.4307361404392387,1,0.5026479887228762
USSEN/MA BROWN VOTE THE PERSON 60,otMMS-lrg2A,1,0.37189264073005235,0,0.5239533683394733
USSEN/MA MARKEY HARD TO BELIEVE,HpXae-GKzf4,1,0.3471941102972674,0,0.6361132851012381
USSEN/MA MARKEY TOGETHER,i9zJf56gTCw,1,0.3568766558531896,0,0.66873133422592
USSEN/MA WARREN ATTACKING MY FAMILY,4oIVinDXzOw,1,0.2681114797642126,0,0.8072260075812481
USSEN/MA WARREN CLEAR CHOICE,hcAql-GCCwI,1,0.4430142013012999,0,0.5131522831020447
USSEN/MA WARREN CORPORATE INTERESTS,U4PLPC75bco,1,0.42228284463981236,0,0.5883024998020182
USSEN/MA WARREN JUST ONE VOTE,L5kwaViRFWU,1,0.35568222894348744,1,0.4499282388403354
USSEN/MA WARREN MENINO ENDORSEMENT,ljXva87fDqc,1,0.3649146556686057,0,0.5767471018761681
USSEN/MA WARREN MESOTHELIOMA VICTIMS,eUDWjSNyTLI,1,0.39941218603848255,0,0.712071797785894
USSEN/MA WARREN MESOTHELIOMA VICTIMS 2,mn9G7ZS_2Uo,1,0.41247875649087035,0,0.7466348329520505
USSEN/MA WARREN MY FIGHT IS FOR YOU,EOgpW0CxKJo,1,0.37920236440716903,0,0.6049188226302686
USSEN/MA WARREN NOT A BAD GUY 60,l7EIBzZ6sxo,1,0.32114792139888304,0,0.7985455736612115
USSEN/MA WARREN REAL FIGHTER,W8Lp66KISa4,1,0.4222514534938248,0,0.5909544895464043
USSEN/MA WARREN SAME OLD BATTLES,gDPcAbqCdR8,1,0.29061070928697724,0,0.8410704198162584
USSEN/MA WARREN STANDS UP FOR PEOPLE,OWoy9wceXl4,1,0.37759577815831236,0,0.6343866685702838
USSEN/MA WARREN STUDENT LOAD DEBT,1sLZD0Ne6_8,1,0.3022571214416399,0,0.574087937962867
USSEN/MA WARREN THE PEOPLE'S SIDE,OIm351vhQmU,1,0.43341364243920516,0,0.5728895487190279
USSEN/MA WARREN WOMEN'S ISSUES,GNpDs2o_J8c,1,0.44276726802680505,0,0.6325648077887316
USSEN/MD CARDIN HEAVY LIFTING,TE8sPAyegFo,1,0.46648869840569346,0,0.6883623296583807
USSEN/MD CARDIN LUCKY,Uw0Tef_HgsM,1,0.418357768958549,0,0.6545893464926997
USSEN/ME BELLOWS CONVERSATION,AF8N1iEq7Rk,0,0.5954946761187744,0,0.5999081418418114
USSEN/ME BELLOWS FRANK,EbyPhDkVQfs,0,0.5787790045473099,0,0.6868032915560466
USSEN/ME BELLOWS I WOULD,G3uTHvjvJys,1,0.38035296176997035,0,0.7820671827471595
USSEN/ME BELLOWS LILLIAN,vXofTZzDQZE,1,0.42467927975665015,0,0.6501960997676254
USSEN/ME BELLOWS MAINE ROOTS,2OWWMMYVT3A,1,0.33648656572571944,0,0.6194351373463572
USSEN/ME BELLOWS MAKING IT,U_M2W80wfac,1,0.3884717509516897,0,0.5895139469049888
USSEN/ME BELLOWS STAND WITH YOU,-et__psVgNk,1,0.3793196547905209,0,0.612772213362841
USSEN/ME BELLOWS STEPHEN KING,kej8f6wa9Xk,1,0.2897377274821607,1,0.4060662679938669
USSEN/ME BELLOWS WALK,uQhFggwJtDg,1,0.38936567010476464,0,0.7201232351743598
USSEN/ME COLLINS ADVOCATE,4dt1mH7o640,1,0.3516835321645188,0,0.5732074161930998
USSEN/ME COLLINS ALWAYS THERE,P6wQUV0U5vo,1,0.4294492479640808,0,0.5525771709681662
USSEN/ME COLLINS BATH IRON WORKS 60,HdfVBkuNEwc,1,0.3650633606692793,0,0.6596428272291827
USSEN/ME COLLINS EDUCATION AND TRAINING,UUiuSDJMbSs,1,0.4194218578812931,0,0.6537214469402596
USSEN/ME COLLINS FEED 60,vVn-4AvjAao,1,0.3698411690060889,0,0.5825509151236405
USSEN/ME COLLINS LEAD THE WAY,3mnRFVY2wmU,1,0.09484181317527322,0,0.6067272103145921
USSEN/ME COLLINS OUR SENATOR,xRm2fkgtMo4,1,0.33125656791053965,0,0.6059123020303971
USSEN/ME COLLINS OUR SENATOR BANGOR,H_jorY4_Bus,1,0.41909439483212635,0,0.6001193602951875
USSEN/ME COLLINS OUR SENATOR PORTLAND,yys4NKRb-o0,1,0.4011436565974235,0,0.6584298674743099
USSEN/ME COLLINS REMEMBER,Da9DWdFDqBM,1,0.35314090961752487,0,0.5480310312590185
USSEN/ME COLLINS SAVED,n2mGe2dx9zk,1,0.33717630949383587,0,0.6462864706221828
USSEN/ME COLLINS THE JOURNEY,VTEvyoz2_-Y,1,0.3710464033865238,0,0.57928665506318
USSEN/ME KING GODZILLA,pTyD7k8ZS7o,1,0.34103758126449113,0,0.6303283015134264
USSEN/ME KING KNOW THE TRUTH,UMYIXQglB3I,1,0.344558938692799,0,0.5301390067521707
USSEN/ME KING NEW INDEPENDENT DIRECTION,FuJ6kz_OvpU,1,0.3094783139756176,0,0.5288784586736975
USSEN/ME KING STAKES ARE HUGE,iJcGyS7sJDk,1,0.29874231723832734,0,0.6096804456090127
USSEN/ME KING THERE THEY GO AGAIN,fZgmydmDduk,1,0.3284799097183092,0,0.6300400341653135
USSEN/ME KING THINKS INDEPENDENTLY,-mSr7xr30-k,1,0.44050308714530173,1,0.49168064777728887
USSEN/ME KING UNIQUE LIFE,c-JCOuhNpBc,1,0.36741913041255764,1,0.46412347390783676
USSEN/ME NRSC&SUMMERS LIVED IT,wLnHnYUdtdk,1,0.40206611914651513,0,0.5705894287253421
USSEN/ME NRSC&SUMMERS WORST THING WE COULD DO,e4qqNaZKP3E,1,0.395952814589853,1,0.359066561904788
USSEN/ME SUMMERS BUDGET SHORTFALL,lahBNPT4IPM,1,0.3970115212517802,1,0.4705345491278484
USSEN/ME SUMMERS MEET CHARLIE,CJm-Q4EfMbI,1,0.46014204672425635,0,0.5233575750474602
USSEN/ME SUMMERS SOCIAL SECURITY AND MEDICARE,6UkPs1n66qM,1,0.4468368895943277,0,0.5938603136607868
USSEN/MI LAND BAD LOANS,F3WOFHcre20,1,0.35495859185541107,1,0.4019508683359457
USSEN/MI LAND BORDER CRISIS,SXPi-RbYj5g,1,0.34495185063727357,1,0.3483982711179538
USSEN/MI LAND CRISIS AT THE BORDER,5lp5KRd36bU,1,0.3527075301874606,1,0.35012371254212565
USSEN/MI LAND I PLEDGE,rkqKqcQE3nc,1,0.3801331253811639,0,0.5991491053235184
USSEN/MI LAND MICHIGAN FIRST,-FfQpL-S0hI,1,0.34834015950620617,0,0.6087601236365626
USSEN/MI LAND MICHIGAN FIRST PLAN,WSKcJrcZ6HQ,1,0.3466104700712327,0,0.7190160347852219
USSEN/MI LAND MOMS GET THINGS DONE,vm2rAUaubxw,1,0.34293915612590675,0,0.7467849359828439
USSEN/MI LAND PROFITING FROM POLLUTION,q4bMJa8b0gk,1,0.35321265523781353,1,0.310991302472769
USSEN/MI LAND REALLY,dc_AAje-4l0,1,0.39297551264912556,0,0.7308652695811705
USSEN/MI LAND ROADBLOCK,E4qfpe81114,1,0.3726083910909321,1,0.42746886715852184
USSEN/MI LAND STOP FIGHTING START LISTENING,iWbfqEUf0Qo,1,0.31376835888825777,0,0.6992652628161672
USSEN/MI LAND SUCCESS STORY,E2hpSswMoqc,1,0.3853077092721119,1,0.47821752159568903
USSEN/MI LAND WAR ON MICHIGAN,sgREGcJ-OTc,1,0.38962429370500273,0,0.5590540229243198
USSEN/MI LAND&NRSC SIPHONED OFF,dXvWkdyx8ro,1,0.34277439837167856,0,0.5131667660836124
USSEN/MI PETERS FRUGAL,Njz0Dqc0EbU,1,0.27662148800358144,0,0.5866433883931977
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,EMBQQBUoY-0,1,0.3120199949967322,0,0.681894211519981
USSEN/MI PETERS&DSCC HEROIC 60,YwVKxoybOUk,1,0.2864775471123267,0,0.608964209989178
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,dcNDu2bBsHU,1,0.38053849009111845,0,0.5534331906551943
USSEN/MI STABENOW CUT MEDICARE,LxA4wd2b1Do,1,0.3544713095724279,1,0.34016878465599587
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,BgPs8bPW9KI,1,0.38723313135525683,1,0.37201377317851425
USSEN/MI STABENOW FARM BILL,Or3WQRW4Kq4,1,0.40095452526861686,0,0.5725486370952455
USSEN/MI STABENOW FARMERS,9vTp_G9lJLI,1,0.44192891139833457,0,0.6073478048031064
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,SIHByr5aS3Q,1,0.38123855014148317,0,0.5623954639901957
USSEN/MI STABENOW ROGERS FOAM,x4cXoodCFvY,1,0.36808899487749275,0,0.607498314715061
USSEN/MN FRANKEN ALL TOGETHER,uTYtmPYUKdA,1,0.3413132086153849,0,0.6335889642314567
USSEN/MN FRANKEN BERMUDA,Zg3rbEbrRqc,0,0.5130511756715331,1,0.12129687888573179
USSEN/MN FRANKEN COMMON DECENCY,afXNiDsMTwo,1,0.4685666483020626,0,0.6825654633896808
USSEN/MN FRANKEN FOOD SAFETY 60,6R8l9WaHd4o,0,0.5527821687941225,0,0.6268639850345903
USSEN/MN FRANKEN GRIDLOCK,CAk3W7VhU74,1,0.41291379789684585,0,0.5868559841603551
USSEN/MN FRANKEN HEAD DOWN,oSyzwg_v7u4,1,0.34593298266421885,0,0.6209131009569087
USSEN/MN FRANKEN HOLLY 60,LzGRSFy09HI,1,0.29483835181064594,0,0.578717170208627
USSEN/MN FRANKEN JOBS,b0ZfQ3QQY0A,1,0.4158988059107549,0,0.6562650551206302
USSEN/MN FRANKEN LUCKY,J4S0ZarnyMI,1,0.46691821052064003,1,0.11947320268894193
USSEN/MN FRANKEN MENTAL ILLNESS,49FCZlXk9_o,1,0.3625365276731531,0,0.7284500837506033
USSEN/MN FRANKEN POSTCARDS,QsHqB4CPu40,1,0.44029977212165894,1,0.11396961892765095
USSEN/MN FRANKEN RIGGED,Mzh9KTh2KrU,1,0.3875309183546781,0,0.6822780349630158
USSEN/MN FRANKEN SERIOUS,xuJm0BnbcSQ,1,0.424415513021072,1,0.4257151837829616
USSEN/MN FRANKEN SIGNED INTO LAW,hgwHVTv6rvY,1,0.364763012569033,0,0.6317267674310181
USSEN/MN FRANKEN SPECIAL BREAKS,3BbAiy_QVf8,1,0.3213670776566597,0,0.7187971963789428
USSEN/MN FRANKEN THE MILL 60,X4N0nF4mSbk,1,0.5085457568435697,0,0.5744001544222284
USSEN/MN KLOBUCHAR BETSY SATHERS,G65k72N9Z4I,1,0.3729178781025238,0,0.6758286204051884
USSEN/MN KLOBUCHAR CHAMPION,FHdhSYf_IwM,0,0.5891432703512837,0,0.6108182786771532
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,2b63Mqi99uk,1,0.3880277848860702,0,0.6314828470290422
USSEN/MN KLOBUCHAR MY MOM,wpUY6gwDHMM,1,0.42320987835786383,0,0.5742685053561564
USSEN/MN KLOBUCHAR PAUL WALSER,NELmhoBwO-4,1,0.4190387045032206,0,0.5748574091692776
USSEN/MN KLOBUCHAR VETERANS BENEFITS,L66I6mQXkRQ,1,0.39668252519838265,0,0.6201476186319463
USSEN/MN MCFADDEN 97 PERCENT,uO9jwADqGpg,1,0.3992129511471975,1,0.4644781537398758
USSEN/MN MCFADDEN CLUE,4AtS0rtrlzk,1,0.3780610775720572,1,0.4503580044191826
USSEN/MN MCFADDEN DEBATE PART ONE,4kE4Z36nL7M,1,0.4161451452277066,0,0.7249155528260882
USSEN/MN MCFADDEN DEBATE PART TWO,JZNZMyycYo0,0,0.519113781342237,0,0.6307927559648445
USSEN/MN MCFADDEN HIDING 15,ANqhltykvXQ,1,0.4909202892664549,1,0.46804809121217666
USSEN/MN MCFADDEN IT'S TIME,2FvbJjYuMX4,0,0.574615040948905,0,0.6225138628621172
USSEN/MN MCFADDEN MISSED THE MARK,6vD8oDRy5dc,1,0.37837626297951954,0,0.6919707053072993
USSEN/MN MCFADDEN MOLLY,m00WdJOfeao,1,0.33952250075743606,0,0.6080560805957009
USSEN/MO AKIN 6 YEAR RECORD,7KEyweLBzrs,1,0.38264230322448134,0,0.8345343763246676
USSEN/MO AKIN BROKE OUR TRUST,WxAFTbwqVW8,1,0.3981948580929014,1,0.42840845263208416
USSEN/MO AKIN CORRUPT CLAIRE,lWi178102lo,1,0.39928379203098174,1,0.4774661084454361
USSEN/MO AKIN GETTING RICH OFF US,NYG8pXyT1n8,1,0.3959808123951089,1,0.42417444685500383
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,oqTepM3We_U,1,0.3970366192954446,0,0.6095604525530545
USSEN/MO AKIN I APOLOGIZE,R57E3S8RO7A,1,0.39505203829489693,0,0.8015396582733365
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,OPtwl08gCME,1,0.4515069211668799,1,0.4483965193980161
USSEN/MO AKIN SELLING US OUT,ESAZbG4V8Co,1,0.3990985086311342,0,0.8576304498057687
USSEN/MO AKIN STRONGER FAMILIES,9LD24QJaDuU,1,0.40254489304750607,0,0.5936430443433011
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,XlpIuI0vDbA,1,0.37461036150963056,0,0.5953069228397188
USSEN/MO MCCASKILL COMMON SENSE WAY,MrhfG0BT2KU,1,0.35745929087881007,0,0.608084024660373
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,PcpvqEtn-qU,1,0.38979089989272964,1,0.4681086423533095
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,ySuGj2vA8_E,1,0.3879850605650392,0,0.7729101511690732
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,sxLuYfylgN4,1,0.37915161502050104,0,0.7651954092939296
USSEN/MO MCCASKILL FAMILY AND MO FIRST,Q63ih_EuTic,1,0.39380314839062885,0,0.5907416064771419
USSEN/MO MCCASKILL NOT FROM AROUND HERE,1AM4OjHVuKo,1,0.3747447048155212,0,0.588391542566619
USSEN/MO MCCASKILL NUMBER 50,jrqAIuC4Yr0,1,0.3934706331842142,0,0.5136391705658824
USSEN/MO MCCASKILL SCARY,Ag0iHDkXNrg,0,0.5575046110508696,0,0.5296823484309492
USSEN/MO MCCASKILL SHARED VALUES,1Ml6kP3TIzg,0,0.5684325650349975,0,0.6710158532646866
USSEN/MO MCCASKILL SHARED VALUES REV,PIH_Xzvm24k,0,0.5485286287214306,0,0.6190320143161001
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,b5uiezh0dqE,0,0.5620866011876224,0,0.6414553441949564
USSEN/MO MCCASKILL STUDENT LOANS,a1BTJ11-o2k,1,0.3632301038552914,1,0.3874810544682483
USSEN/MO MCCASKILL TIMELINE,uT3wcMsb8GA,0,0.6058705008701402,1,0.43605863033131326
USSEN/MO MCCASKILL TRUE COLORS,VmaEDYPLS2s,1,0.39051471347360367,0,0.7709002613086086
USSEN/MO MCCASKILL VETERANS AFFAIRS,pJ5mY7Y0nbI,1,0.41318942459989366,0,0.5822163534959978
USSEN/MS COCHRAN SO MUCH AT STAKE,Z_YZgDg3J88,1,0.317932938498985,0,0.6189645590687463
USSEN/MS COCHRAN WORKING,VHXjbgkbJGs,1,0.33421666130681404,0,0.586121916952031
USSEN/MT CURTIS ONE OF US,yy4jOjfxSDg,1,0.3729365981650939,0,0.6556804975081497
USSEN/MT CURTIS WE HAVE TO FIGHT,9kEunDRv1KI,1,0.34125672285870334,0,0.6519926678847385
USSEN/MT DAINES BALANCED BUDGET,WNgAr7lxCXA,1,0.29683608474316175,0,0.665211758042129
USSEN/MT DAINES CHARACTER,FwTHMcUpGU4,1,0.44460132734126334,0,0.6614695343249507
USSEN/MT DAINES CINDY REV,vp-4LNN_fsU,1,0.2544988768730807,0,0.6097445175976444
USSEN/MT DAINES ED REGAN,RMd8Lr3cmlM,0,0.6394013963441266,0,0.6463934711606022
USSEN/MT DAINES INJUSTICE,J-n2gIM3KNM,1,0.35919107743761197,0,0.6528964799487139
USSEN/MT DAINES MONTANA JOBS,oMFjPLSdt9c,0,0.5512764077626001,0,0.5948326433738034
USSEN/MT DAINES MOTIVATION,enDMt5fzAaw,1,0.2994245710665023,0,0.5952435524454511
USSEN/MT DAINES PUBLIC LAND,xJ7eZwbXhvI,0,0.5455170825306848,0,0.6494426180177959
USSEN/MT DAINES SOLEMN,u0ZUX4DdHQg,1,0.3306568450011053,0,0.6966120052230472
USSEN/MT NRSC&REHBERG ENGINES OF ECONOMIC GROWTH,9uAUFSEs6YI,1,0.4412207762929974,0,0.6093751118468852
USSEN/MT REHBERG BALONEY 3,14J2g_lgmQo,1,0.34940360368489365,1,0.35546271111855704
USSEN/MT REHBERG BALONEY 4,aJXnistC8rk,1,0.3397071586244214,0,0.7325944846166602
USSEN/MT REHBERG COAL REGULATIONS,tAjFNueAS7k,1,0.3410861959594564,0,0.6233474145774646
USSEN/MT REHBERG GIVE IT THEIR ALL,vSnhMy4cMD4,1,0.3588839774821808,0,0.6326721543481252
USSEN/MT REHBERG JUST DOESN'T GET IT,2DRmzn6mnTM,1,0.3647405128321866,0,0.6623680180321064
USSEN/MT REHBERG LINDA & MARSHA FREY,y5L7-nAVWYQ,1,0.3733019056145862,0,0.6902103624090566
USSEN/MT REHBERG NIGHT AND DAY,eG2HgLugl00,1,0.3091612553851175,0,0.8886017448670726
USSEN/MT REHBERG NOT TRUE,Qa3Vkx7mXzY,1,0.5103774659739906,0,0.5153112555499317
USSEN/MT REHBERG ROMNEY ENDORSEMENT,oVSv6lD227Y,1,0.3378570597593915,0,0.7931969229345815
USSEN/MT REHBERG TALK IS CHEAP,WDC11geqCZA,1,0.490135932084097,0,0.601672419857074
USSEN/MT REHBERG TRADED OUR VALUES,CErRmd6VqRI,1,0.3779851302532756,0,0.5596208684608623
USSEN/MT REHBERG VOTES WITH US,zbfgVu3POOw,1,0.32750227207516597,0,0.5807330492359672
USSEN/NC HAGAN ANNA,hlE-rGmI2uM,1,0.3037113166089948,1,0.3302917627034671
USSEN/NC HAGAN ATTACKING FAMILY,pDC9TiSzW54,1,0.3037419689900368,1,0.36639356617382884
USSEN/NC HAGAN EDUCATION MEANS OPPORTUNITY,UvwDMcHq7qM,1,0.3434098336560117,1,0.29251860355067444
USSEN/NC HAGAN FABRIC,Uu5WrnsXeUA,1,0.30878571293729984,0,0.6091425878078676
USSEN/NC HAGAN FOR JANEY,6kGZvwVlWlQ,1,0.30584953270760123,0,0.672457106638548
USSEN/NC HAGAN LOW,SasFja3vFtQ,1,0.2919184180573111,1,0.47441137192399474
USSEN/NC HAGAN MAJOR NEWSPAPERS,813N-Y-rmJQ,1,0.2833083776867516,0,0.6321542467469194
USSEN/NC HAGAN NEVA,jrNF4VGfmvc,1,0.29910937132805276,1,0.3444281019805909
USSEN/NC HAGAN SAME TEAM,Y4OQZ1I6xVg,1,0.3136547402049071,0,0.6242423086490518
USSEN/NC HAGAN TELL THOM TILLIS ANNA,KPJel1qFStU,1,0.29708380866933176,1,0.3458532225660713
USSEN/NC HAGAN TELL THOM TILLIS JUSTIN,WA2e5sOcRyA,1,0.29848640765203427,1,0.2635508664587897
USSEN/NC HAGAN TELL THOM TILLIS MEGAN,Z7ZKmpZpr-E,1,0.30166470309742766,0,0.5650089892041485
USSEN/NC HAGAN TELL THOM TILLIS SHEREE,jXjyKU_V0TA,1,0.2970617742664281,1,0.30831992802953584
USSEN/NC HAGAN TOUGH ENOUGH,VIn9Jzn1rss,1,0.3063415289619772,0,0.7400642417431018
USSEN/NC HAGAN VAIN,dgT6s67Jsas,1,0.2907121387041981,0,0.6431290662842958
USSEN/NC HAGAN&DSCC IMPORTANT ISSUES,7pRwnjLAAf0,1,0.3056938287788893,1,0.3985104083091798
USSEN/NC HAGAN&DSCC RECORD,5IlKNIu4uTQ,1,0.29790050800289775,1,0.3261585651484702
USSEN/NC NRSC&TILLIS MATH,PHIuN0b0QzA,1,0.28348762736635336,0,0.6201560438092633
USSEN/NC TILLIS CHANGE DIRECTION,4L-FCU_TbCE,1,0.36749443318071473,1,0.38885639202002764
USSEN/NC TILLIS KAY HAGAN DID COCKTAILS,ER2fcFiCPy8,1,0.32844453510766325,1,0.45693702397510644
USSEN/NC TILLIS LONG CAMPAIGN,fkcUDPnYvFY,1,0.3186695355054226,0,0.7386684383520706
