creative,uid,issue,desc,mturk,pred
GOV/TX ABBOTT TRAFFIC,VYEYP8fjBFQ,issue10,Tax,1,1
GOV/TX ABBOTT TRAFFIC,VYEYP8fjBFQ,issue10,Tax,0,1
GOV/TX ABBOTT TRAFFIC,VYEYP8fjBFQ,issue10,Tax,1,1
GOV/TX ABBOTT TRAFFIC,VYEYP8fjBFQ,issue10,Tax,1,1
GOV/TX ABBOTT TRAFFIC,VYEYP8fjBFQ,issue10,Tax,1,1
GOV/UT HERBERT FREE ENTERPRISE,zsuS-e8A6YU,issue18,Employment/Jobs,1,1
GOV/UT HERBERT FREE ENTERPRISE,zsuS-e8A6YU,issue18,Employment/Jobs,1,1
GOV/UT HERBERT FREE ENTERPRISE,zsuS-e8A6YU,issue18,Employment/Jobs,1,1
GOV/UT HERBERT FREE ENTERPRISE,zsuS-e8A6YU,issue18,Employment/Jobs,1,1
GOV/UT HERBERT FREE ENTERPRISE,zsuS-e8A6YU,issue18,Employment/Jobs,1,1
GOV/VA CUCCINELLI BIG DIFFERENCES,AmwNLc7dFQk,mention3,Hope,0,0
GOV/VA CUCCINELLI BIG DIFFERENCES,AmwNLc7dFQk,mention3,Hope,0,0
GOV/VA CUCCINELLI BIG DIFFERENCES,AmwNLc7dFQk,mention3,Hope,0,0
GOV/VA CUCCINELLI BIG DIFFERENCES,AmwNLc7dFQk,mention3,Hope,0,0
GOV/VA CUCCINELLI BIG DIFFERENCES,AmwNLc7dFQk,mention3,Hope,0,0
GOV/VA CUCCINELLI FEDERAL INVESTIGATIONS,kS6hVjvGJag,issue11,Deficit/Budget/Debt,0,1
GOV/VA CUCCINELLI FEDERAL INVESTIGATIONS,kS6hVjvGJag,issue11,Deficit/Budget/Debt,0,1
GOV/VA CUCCINELLI FEDERAL INVESTIGATIONS,kS6hVjvGJag,issue11,Deficit/Budget/Debt,0,1
GOV/VA CUCCINELLI FEDERAL INVESTIGATIONS,kS6hVjvGJag,issue11,Deficit/Budget/Debt,0,1
GOV/VA CUCCINELLI FEDERAL INVESTIGATIONS,kS6hVjvGJag,issue11,Deficit/Budget/Debt,0,1
GOV/VA CUCCINELLI THE TRUTH,faYcuihRYW8,republicans,Republicans,0,0
GOV/VA CUCCINELLI THE TRUTH,faYcuihRYW8,republicans,Republicans,0,0
GOV/VA CUCCINELLI THE TRUTH,faYcuihRYW8,republicans,Republicans,0,0
GOV/VA CUCCINELLI THE TRUTH,faYcuihRYW8,republicans,Republicans,0,0
GOV/VA CUCCINELLI THE TRUTH,faYcuihRYW8,republicans,Republicans,0,0
GOV/VA CUCCINELLI WAR ON COAL,4PkjgxVzJK0,issue83,Energy,1,1
GOV/VA CUCCINELLI WAR ON COAL,4PkjgxVzJK0,issue83,Energy,1,1
GOV/VA CUCCINELLI WAR ON COAL,4PkjgxVzJK0,issue83,Energy,1,1
GOV/VA CUCCINELLI WAR ON COAL,4PkjgxVzJK0,issue83,Energy,1,1
GOV/VA CUCCINELLI WAR ON COAL,4PkjgxVzJK0,issue83,Energy,1,1
GOV/VA MCAULIFFE GIFTS,8ArggKrSSwk,issue65,China,0,0
GOV/VA MCAULIFFE GIFTS,8ArggKrSSwk,issue65,China,0,0
GOV/VA MCAULIFFE GIFTS,8ArggKrSSwk,issue65,China,0,0
GOV/VA MCAULIFFE GIFTS,8ArggKrSSwk,issue65,China,0,0
GOV/VA MCAULIFFE GIFTS,8ArggKrSSwk,issue65,China,0,0
GOV/VA MCAULIFFE RADICAL PLANS,Wc83kXjwYt4,issue11,Deficit/Budget/Debt,1,1
GOV/VA MCAULIFFE RADICAL PLANS,Wc83kXjwYt4,issue11,Deficit/Budget/Debt,1,1
GOV/VA MCAULIFFE RADICAL PLANS,Wc83kXjwYt4,issue11,Deficit/Budget/Debt,1,1
GOV/VA MCAULIFFE RADICAL PLANS,Wc83kXjwYt4,issue11,Deficit/Budget/Debt,1,1
GOV/VA MCAULIFFE RADICAL PLANS,Wc83kXjwYt4,issue11,Deficit/Budget/Debt,1,1
GOV/VA MCAULIFFE TWISTS THE FACTS,n-BrU7fw2zg,issue16,Business,1,0
GOV/VA MCAULIFFE TWISTS THE FACTS,n-BrU7fw2zg,issue16,Business,0,0
GOV/VA MCAULIFFE TWISTS THE FACTS,n-BrU7fw2zg,issue16,Business,0,0
GOV/VA MCAULIFFE TWISTS THE FACTS,n-BrU7fw2zg,issue16,Business,0,0
GOV/VA MCAULIFFE TWISTS THE FACTS,n-BrU7fw2zg,issue16,Business,1,0
GOV/VT BROCK SHUMLINS VERMONT,O7tUZxugU_E,mention15,Main Street,0,0
GOV/VT BROCK SHUMLINS VERMONT,O7tUZxugU_E,mention15,Main Street,1,0
GOV/VT BROCK SHUMLINS VERMONT,O7tUZxugU_E,mention15,Main Street,1,0
GOV/VT BROCK SHUMLINS VERMONT,O7tUZxugU_E,mention15,Main Street,1,0
GOV/VT BROCK SHUMLINS VERMONT,O7tUZxugU_E,mention15,Main Street,0,0
GOV/WA INSLEE CREATE INVENT BUILD,hCfNcpNnU90,issue16,Business,0,0
GOV/WA INSLEE CREATE INVENT BUILD,hCfNcpNnU90,issue16,Business,1,0
GOV/WA INSLEE CREATE INVENT BUILD,hCfNcpNnU90,issue16,Business,1,0
GOV/WA INSLEE CREATE INVENT BUILD,hCfNcpNnU90,issue16,Business,1,0
GOV/WA INSLEE CREATE INVENT BUILD,hCfNcpNnU90,issue16,Business,1,0
GOV/WA INSLEE SUPPORTING,mxBaNzVNQFc,issue50,Education,1,0
GOV/WA INSLEE SUPPORTING,mxBaNzVNQFc,issue50,Education,1,0
GOV/WA INSLEE SUPPORTING,mxBaNzVNQFc,issue50,Education,0,0
GOV/WA INSLEE SUPPORTING,mxBaNzVNQFc,issue50,Education,1,0
GOV/WA INSLEE SUPPORTING,mxBaNzVNQFc,issue50,Education,1,0
GOV/WA INSLEE SUPPORTING,mxBaNzVNQFc,issue53,Healthcare,1,1
GOV/WA INSLEE SUPPORTING,mxBaNzVNQFc,issue53,Healthcare,1,1
GOV/WA INSLEE SUPPORTING,mxBaNzVNQFc,issue53,Healthcare,1,1
GOV/WA INSLEE SUPPORTING,mxBaNzVNQFc,issue53,Healthcare,1,1
GOV/WA INSLEE SUPPORTING,mxBaNzVNQFc,issue53,Healthcare,1,1
GOV/WI BURKE FAIRYTALE AD,iAoq7ldS8i0,issue10,Tax,1,1
GOV/WI BURKE FAIRYTALE AD,iAoq7ldS8i0,issue10,Tax,1,1
GOV/WI BURKE FAIRYTALE AD,iAoq7ldS8i0,issue10,Tax,0,1
GOV/WI BURKE FAIRYTALE AD,iAoq7ldS8i0,issue10,Tax,1,1
GOV/WI BURKE FAIRYTALE AD,iAoq7ldS8i0,issue10,Tax,1,1
GOV/WI BURKE GARY ELLERMAN,K74nXfUDhDI,issue16,Business,0,0
GOV/WI BURKE GARY ELLERMAN,K74nXfUDhDI,issue16,Business,0,0
GOV/WI BURKE GARY ELLERMAN,K74nXfUDhDI,issue16,Business,0,0
GOV/WI BURKE GARY ELLERMAN,K74nXfUDhDI,issue16,Business,0,0
GOV/WI BURKE GARY ELLERMAN,K74nXfUDhDI,issue16,Business,0,0
GOV/WI BURKE RONALD REAGAN,NylJy0Vl0Fg,issue22,Economy,1,0
GOV/WI BURKE RONALD REAGAN,NylJy0Vl0Fg,issue22,Economy,1,0
GOV/WI BURKE RONALD REAGAN,NylJy0Vl0Fg,issue22,Economy,0,0
GOV/WI BURKE RONALD REAGAN,NylJy0Vl0Fg,issue22,Economy,1,0
GOV/WI BURKE RONALD REAGAN,NylJy0Vl0Fg,issue22,Economy,0,0
GOV/WV MALONEY FEWER PEOPLE WORKING,XV_mUbU3CwM,issue12,Government Spending,1,1
GOV/WV MALONEY FEWER PEOPLE WORKING,XV_mUbU3CwM,issue12,Government Spending,0,1
GOV/WV MALONEY FEWER PEOPLE WORKING,XV_mUbU3CwM,issue12,Government Spending,1,1
GOV/WV MALONEY FEWER PEOPLE WORKING,XV_mUbU3CwM,issue12,Government Spending,0,1
GOV/WV MALONEY FEWER PEOPLE WORKING,XV_mUbU3CwM,issue12,Government Spending,1,1
GOV/WV TOMBLIN JUST ACROSS THE TRACKS,-gResrcQw7A,issue43,Judiciary,0,0
GOV/WV TOMBLIN JUST ACROSS THE TRACKS,-gResrcQw7A,issue43,Judiciary,1,0
GOV/WV TOMBLIN JUST ACROSS THE TRACKS,-gResrcQw7A,issue43,Judiciary,1,0
GOV/WV TOMBLIN JUST ACROSS THE TRACKS,-gResrcQw7A,issue43,Judiciary,1,0
GOV/WV TOMBLIN JUST ACROSS THE TRACKS,-gResrcQw7A,issue43,Judiciary,1,0
GOV/WV TOMBLIN WHEN TIMES ARE TOUGH,t_ga2YKPHmU,issue10,Tax,1,1
GOV/WV TOMBLIN WHEN TIMES ARE TOUGH,t_ga2YKPHmU,issue10,Tax,1,1
GOV/WV TOMBLIN WHEN TIMES ARE TOUGH,t_ga2YKPHmU,issue10,Tax,1,1
GOV/WV TOMBLIN WHEN TIMES ARE TOUGH,t_ga2YKPHmU,issue10,Tax,1,1
GOV/WV TOMBLIN WHEN TIMES ARE TOUGH,t_ga2YKPHmU,issue10,Tax,1,1
GOV/WV TOMBLIN WHEN TIMES ARE TOUGH,t_ga2YKPHmU,issue83,Energy,0,0
GOV/WV TOMBLIN WHEN TIMES ARE TOUGH,t_ga2YKPHmU,issue83,Energy,0,0
GOV/WV TOMBLIN WHEN TIMES ARE TOUGH,t_ga2YKPHmU,issue83,Energy,0,0
GOV/WV TOMBLIN WHEN TIMES ARE TOUGH,t_ga2YKPHmU,issue83,Energy,0,0
GOV/WV TOMBLIN WHEN TIMES ARE TOUGH,t_ga2YKPHmU,issue83,Energy,0,0
HOUSE/AR01 CRAWFORD TICKING TIME BOMB,QEtYnTXi_yc,congmt,Congress,0,0
HOUSE/AR01 CRAWFORD TICKING TIME BOMB,QEtYnTXi_yc,congmt,Congress,0,0
HOUSE/AR01 CRAWFORD TICKING TIME BOMB,QEtYnTXi_yc,congmt,Congress,0,0
HOUSE/AR01 CRAWFORD TICKING TIME BOMB,QEtYnTXi_yc,congmt,Congress,0,0
HOUSE/AR01 CRAWFORD TICKING TIME BOMB,QEtYnTXi_yc,congmt,Congress,0,0
HOUSE/AR02 HAYS OPPOSITE OF WASHINGTON,FBj5vhzjJ6E,congmt,Congress,1,0
HOUSE/AR02 HAYS OPPOSITE OF WASHINGTON,FBj5vhzjJ6E,congmt,Congress,1,0
HOUSE/AR02 HAYS OPPOSITE OF WASHINGTON,FBj5vhzjJ6E,congmt,Congress,0,0
HOUSE/AR02 HAYS OPPOSITE OF WASHINGTON,FBj5vhzjJ6E,congmt,Congress,1,0
HOUSE/AR02 HAYS OPPOSITE OF WASHINGTON,FBj5vhzjJ6E,congmt,Congress,0,0
HOUSE/AR02 HAYS WHEN I BECAME MAYOR,udS5LuC5Mrg,issue16,Business,0,1
HOUSE/AR02 HAYS WHEN I BECAME MAYOR,udS5LuC5Mrg,issue16,Business,1,1
HOUSE/AR02 HAYS WHEN I BECAME MAYOR,udS5LuC5Mrg,issue16,Business,1,1
HOUSE/AR02 HAYS WHEN I BECAME MAYOR,udS5LuC5Mrg,issue16,Business,1,1
HOUSE/AR02 HAYS WHEN I BECAME MAYOR,udS5LuC5Mrg,issue16,Business,1,1
HOUSE/AR02 HILL ARKANSAS DEMOCRAT GAZETTE,Jo20hXiMyGE,issue64,Nuclear Proliferation,0,0
HOUSE/AR02 HILL ARKANSAS DEMOCRAT GAZETTE,Jo20hXiMyGE,issue64,Nuclear Proliferation,0,0
HOUSE/AR02 HILL ARKANSAS DEMOCRAT GAZETTE,Jo20hXiMyGE,issue64,Nuclear Proliferation,0,0
HOUSE/AR02 HILL ARKANSAS DEMOCRAT GAZETTE,Jo20hXiMyGE,issue64,Nuclear Proliferation,0,0
HOUSE/AR02 HILL ARKANSAS DEMOCRAT GAZETTE,Jo20hXiMyGE,issue64,Nuclear Proliferation,0,0
HOUSE/AR02 HILL ATTACKING ME FALSELY,ro_yR9CnrOE,issue16,Business,0,0
HOUSE/AR02 HILL ATTACKING ME FALSELY,ro_yR9CnrOE,issue16,Business,1,0
HOUSE/AR02 HILL ATTACKING ME FALSELY,ro_yR9CnrOE,issue16,Business,1,0
HOUSE/AR02 HILL ATTACKING ME FALSELY,ro_yR9CnrOE,issue16,Business,0,0
HOUSE/AR02 HILL ATTACKING ME FALSELY,ro_yR9CnrOE,issue16,Business,1,0
HOUSE/AR04 DCCC&WITT BIPARTISAN,ciqxLp02uCI,issue50,Education,0,0
HOUSE/AR04 DCCC&WITT BIPARTISAN,ciqxLp02uCI,issue50,Education,0,0
HOUSE/AR04 DCCC&WITT BIPARTISAN,ciqxLp02uCI,issue50,Education,0,0
HOUSE/AR04 DCCC&WITT BIPARTISAN,ciqxLp02uCI,issue50,Education,0,0
HOUSE/AR04 DCCC&WITT BIPARTISAN,ciqxLp02uCI,issue50,Education,1,0
HOUSE/AR04 WITT BRAD WEAR,GL0Ymr-Lohg,issue50,Education,0,0
HOUSE/AR04 WITT BRAD WEAR,GL0Ymr-Lohg,issue50,Education,1,0
HOUSE/AR04 WITT BRAD WEAR,GL0Ymr-Lohg,issue50,Education,1,0
HOUSE/AR04 WITT BRAD WEAR,GL0Ymr-Lohg,issue50,Education,1,0
HOUSE/AR04 WITT BRAD WEAR,GL0Ymr-Lohg,issue50,Education,1,0
HOUSE/AZ01 KIRKPATRICK DRIVEN,H-vApzyuhVc,issue68,September Eleven,0,0
HOUSE/AZ01 KIRKPATRICK DRIVEN,H-vApzyuhVc,issue68,September Eleven,0,0
HOUSE/AZ01 KIRKPATRICK DRIVEN,H-vApzyuhVc,issue68,September Eleven,0,0
HOUSE/AZ01 KIRKPATRICK DRIVEN,H-vApzyuhVc,issue68,September Eleven,0,0
HOUSE/AZ01 KIRKPATRICK DRIVEN,H-vApzyuhVc,issue68,September Eleven,0,0
HOUSE/AZ01 KIRKPATRICK RIGHT WAY,IwzYREAxI0M,issue50,Education,0,0
HOUSE/AZ01 KIRKPATRICK RIGHT WAY,IwzYREAxI0M,issue50,Education,1,0
HOUSE/AZ01 KIRKPATRICK RIGHT WAY,IwzYREAxI0M,issue50,Education,0,0
HOUSE/AZ01 KIRKPATRICK RIGHT WAY,IwzYREAxI0M,issue50,Education,0,0
HOUSE/AZ01 KIRKPATRICK RIGHT WAY,IwzYREAxI0M,issue50,Education,1,0
HOUSE/AZ02 BARBER BEHIND THE GIMMICKS,oh2OOX8qEp0,issue15,Farming,0,0
HOUSE/AZ02 BARBER BEHIND THE GIMMICKS,oh2OOX8qEp0,issue15,Farming,0,0
HOUSE/AZ02 BARBER BEHIND THE GIMMICKS,oh2OOX8qEp0,issue15,Farming,0,0
HOUSE/AZ02 BARBER BEHIND THE GIMMICKS,oh2OOX8qEp0,issue15,Farming,0,0
HOUSE/AZ02 BARBER BEHIND THE GIMMICKS,oh2OOX8qEp0,issue15,Farming,0,0
HOUSE/AZ02 MCSALLY WE'RE LOSING,hGnFfHjM9wE,issue95,Immigration,1,1
HOUSE/AZ02 MCSALLY WE'RE LOSING,hGnFfHjM9wE,issue95,Immigration,1,1
HOUSE/AZ02 MCSALLY WE'RE LOSING,hGnFfHjM9wE,issue95,Immigration,0,1
HOUSE/AZ02 MCSALLY WE'RE LOSING,hGnFfHjM9wE,issue95,Immigration,1,1
HOUSE/AZ02 MCSALLY WE'RE LOSING,hGnFfHjM9wE,issue95,Immigration,0,1
HOUSE/AZ09 ROGERS TERRORIST THREATS,_DF8VKLTSHQ,issue60,Military,0,0
HOUSE/AZ09 ROGERS TERRORIST THREATS,_DF8VKLTSHQ,issue60,Military,0,0
HOUSE/AZ09 ROGERS TERRORIST THREATS,_DF8VKLTSHQ,issue60,Military,1,0
HOUSE/AZ09 ROGERS TERRORIST THREATS,_DF8VKLTSHQ,issue60,Military,1,0
HOUSE/AZ09 ROGERS TERRORIST THREATS,_DF8VKLTSHQ,issue60,Military,1,0
HOUSE/AZ09 SINEMA ALL VOTING,me83ufLN2nM,issue16,Business,1,1
HOUSE/AZ09 SINEMA ALL VOTING,me83ufLN2nM,issue16,Business,1,1
HOUSE/AZ09 SINEMA ALL VOTING,me83ufLN2nM,issue16,Business,1,1
HOUSE/AZ09 SINEMA ALL VOTING,me83ufLN2nM,issue16,Business,1,1
HOUSE/AZ09 SINEMA ALL VOTING,me83ufLN2nM,issue16,Business,1,1
HOUSE/AZ09 SINEMA HOWARD AND JEAN SOMERS 60,-9WydeJNLHU,issue69,Terrorism,0,0
HOUSE/AZ09 SINEMA HOWARD AND JEAN SOMERS 60,-9WydeJNLHU,issue69,Terrorism,0,0
HOUSE/AZ09 SINEMA HOWARD AND JEAN SOMERS 60,-9WydeJNLHU,issue69,Terrorism,0,0
HOUSE/AZ09 SINEMA HOWARD AND JEAN SOMERS 60,-9WydeJNLHU,issue69,Terrorism,0,0
HOUSE/AZ09 SINEMA HOWARD AND JEAN SOMERS 60,-9WydeJNLHU,issue69,Terrorism,0,0
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,-puBEpSWiO8,issue17,Union,1,0
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,-puBEpSWiO8,issue17,Union,0,0
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,-puBEpSWiO8,issue17,Union,1,0
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,-puBEpSWiO8,issue17,Union,0,0
HOUSE/CA03 GARAMENDI MAKE IT IN AMERICA,-puBEpSWiO8,issue17,Union,0,0
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,VLL7Eck2HME,issue80,Environment,0,1
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,VLL7Eck2HME,issue80,Environment,0,1
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,VLL7Eck2HME,issue80,Environment,0,1
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,VLL7Eck2HME,issue80,Environment,0,1
HOUSE/CA09 MCNERNEY GILL NEVER HELD A FULL TIME JOB,VLL7Eck2HME,issue80,Environment,0,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue22,Economy,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue22,Economy,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue22,Economy,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue22,Economy,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue22,Economy,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue60,Military,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue60,Military,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue60,Military,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue60,Military,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue60,Military,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue70,Iraq,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue70,Iraq,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue70,Iraq,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue70,Iraq,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,issue70,Iraq,1,1
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,issue53,Healthcare,1,1
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,issue53,Healthcare,1,1
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,issue53,Healthcare,1,1
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,issue53,Healthcare,1,1
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,issue53,Healthcare,1,1
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,mention1,Tea Party,0,0
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,mention1,Tea Party,0,0
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,mention1,Tea Party,0,0
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,mention1,Tea Party,0,0
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,mention1,Tea Party,0,0
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,mention3,Hope,0,0
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,mention3,Hope,0,0
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,mention3,Hope,0,0
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,mention3,Hope,0,0
HOUSE/CA22 LEE VISALIA TIMES-DELTA SAID,Tep_GSann54,mention3,Hope,0,0
HOUSE/CA24 CAPPS NEWSPAPERS REPORT,A4Nik9niixw,issue16,Business,0,0
HOUSE/CA24 CAPPS NEWSPAPERS REPORT,A4Nik9niixw,issue16,Business,1,0
HOUSE/CA24 CAPPS NEWSPAPERS REPORT,A4Nik9niixw,issue16,Business,0,0
HOUSE/CA24 CAPPS NEWSPAPERS REPORT,A4Nik9niixw,issue16,Business,1,0
HOUSE/CA24 CAPPS NEWSPAPERS REPORT,A4Nik9niixw,issue16,Business,0,0
HOUSE/CA24 CAPPS TRUST,gKsZzd3vbjs,issue15,Farming,0,0
HOUSE/CA24 CAPPS TRUST,gKsZzd3vbjs,issue15,Farming,0,0
HOUSE/CA24 CAPPS TRUST,gKsZzd3vbjs,issue15,Farming,0,0
HOUSE/CA24 CAPPS TRUST,gKsZzd3vbjs,issue15,Farming,0,0
HOUSE/CA24 CAPPS TRUST,gKsZzd3vbjs,issue15,Farming,0,0
HOUSE/CA24 MALDONADO AMERICA,fLuoY2jj00M,issue13,Recession/Stimulus/Bailout,1,1
HOUSE/CA24 MALDONADO AMERICA,fLuoY2jj00M,issue13,Recession/Stimulus/Bailout,1,1
HOUSE/CA24 MALDONADO AMERICA,fLuoY2jj00M,issue13,Recession/Stimulus/Bailout,1,1
HOUSE/CA24 MALDONADO AMERICA,fLuoY2jj00M,issue13,Recession/Stimulus/Bailout,1,1
HOUSE/CA24 MALDONADO AMERICA,fLuoY2jj00M,issue13,Recession/Stimulus/Bailout,1,1
HOUSE/CA24 MITCHUM DEBT AND A SHAKY ECONOMY,lgNqgi2UpHk,mention16,Wall Street,1,0
HOUSE/CA24 MITCHUM DEBT AND A SHAKY ECONOMY,lgNqgi2UpHk,mention16,Wall Street,1,0
HOUSE/CA24 MITCHUM DEBT AND A SHAKY ECONOMY,lgNqgi2UpHk,mention16,Wall Street,1,0
HOUSE/CA24 MITCHUM DEBT AND A SHAKY ECONOMY,lgNqgi2UpHk,mention16,Wall Street,0,0
HOUSE/CA24 MITCHUM DEBT AND A SHAKY ECONOMY,lgNqgi2UpHk,mention16,Wall Street,1,0
HOUSE/CA24 MITCHUM NEW KIND OF LEADER,vNR9MbxEf7o,issue22,Economy,1,1
HOUSE/CA24 MITCHUM NEW KIND OF LEADER,vNR9MbxEf7o,issue22,Economy,1,1
HOUSE/CA24 MITCHUM NEW KIND OF LEADER,vNR9MbxEf7o,issue22,Economy,1,1
HOUSE/CA24 MITCHUM NEW KIND OF LEADER,vNR9MbxEf7o,issue22,Economy,1,1
HOUSE/CA24 MITCHUM NEW KIND OF LEADER,vNR9MbxEf7o,issue22,Economy,1,1
HOUSE/CA26 BROWNLEY STRICKLAND JUST DOESN'T GET IT,NAI-o6_2LFA,issue40,Crime,0,1
HOUSE/CA26 BROWNLEY STRICKLAND JUST DOESN'T GET IT,NAI-o6_2LFA,issue40,Crime,1,1
HOUSE/CA26 BROWNLEY STRICKLAND JUST DOESN'T GET IT,NAI-o6_2LFA,issue40,Crime,1,1
HOUSE/CA26 BROWNLEY STRICKLAND JUST DOESN'T GET IT,NAI-o6_2LFA,issue40,Crime,0,1
HOUSE/CA26 BROWNLEY STRICKLAND JUST DOESN'T GET IT,NAI-o6_2LFA,issue40,Crime,0,1
HOUSE/CA26 BROWNLEY STRONGEST,fgqN1tqrCJU,issue53,Healthcare,1,1
HOUSE/CA26 BROWNLEY STRONGEST,fgqN1tqrCJU,issue53,Healthcare,1,1
HOUSE/CA26 BROWNLEY STRONGEST,fgqN1tqrCJU,issue53,Healthcare,1,1
HOUSE/CA26 BROWNLEY STRONGEST,fgqN1tqrCJU,issue53,Healthcare,1,1
HOUSE/CA26 BROWNLEY STRONGEST,fgqN1tqrCJU,issue53,Healthcare,1,1
HOUSE/CA26 STRICKLAND JACQUELYN'S STORY,aNvkHeHO8wE,issue53,Healthcare,0,0
HOUSE/CA26 STRICKLAND JACQUELYN'S STORY,aNvkHeHO8wE,issue53,Healthcare,1,0
HOUSE/CA26 STRICKLAND JACQUELYN'S STORY,aNvkHeHO8wE,issue53,Healthcare,0,0
HOUSE/CA26 STRICKLAND JACQUELYN'S STORY,aNvkHeHO8wE,issue53,Healthcare,0,0
HOUSE/CA26 STRICKLAND JACQUELYN'S STORY,aNvkHeHO8wE,issue53,Healthcare,1,0
HOUSE/CA33 BLOOMFIELD NATIONAL DEBT,cCRIMVX30hQ,issue17,Union,0,0
HOUSE/CA33 BLOOMFIELD NATIONAL DEBT,cCRIMVX30hQ,issue17,Union,0,0
HOUSE/CA33 BLOOMFIELD NATIONAL DEBT,cCRIMVX30hQ,issue17,Union,0,0
HOUSE/CA33 BLOOMFIELD NATIONAL DEBT,cCRIMVX30hQ,issue17,Union,0,0
HOUSE/CA33 BLOOMFIELD NATIONAL DEBT,cCRIMVX30hQ,issue17,Union,0,0
HOUSE/CA33 BLOOMFIELD NATIONAL DEBT,cCRIMVX30hQ,issue98,Government Regulation,0,0
HOUSE/CA33 BLOOMFIELD NATIONAL DEBT,cCRIMVX30hQ,issue98,Government Regulation,0,0
HOUSE/CA33 BLOOMFIELD NATIONAL DEBT,cCRIMVX30hQ,issue98,Government Regulation,0,0
HOUSE/CA33 BLOOMFIELD NATIONAL DEBT,cCRIMVX30hQ,issue98,Government Regulation,0,0
HOUSE/CA33 BLOOMFIELD NATIONAL DEBT,cCRIMVX30hQ,issue98,Government Regulation,0,0
HOUSE/CA33 LIEU PERFECT RATING,ILO9vIvpsJg,issue40,Crime,0,1
HOUSE/CA33 LIEU PERFECT RATING,ILO9vIvpsJg,issue40,Crime,0,1
HOUSE/CA33 LIEU PERFECT RATING,ILO9vIvpsJg,issue40,Crime,1,1
HOUSE/CA33 LIEU PERFECT RATING,ILO9vIvpsJg,issue40,Crime,1,1
HOUSE/CA33 LIEU PERFECT RATING,ILO9vIvpsJg,issue40,Crime,1,1
HOUSE/CA33 LIEU SON OF HARD WORKING IMMIGRANT PARENTS,0zz2Fk08d5U,issue14,Minimum Wage,1,1
HOUSE/CA33 LIEU SON OF HARD WORKING IMMIGRANT PARENTS,0zz2Fk08d5U,issue14,Minimum Wage,1,1
HOUSE/CA33 LIEU SON OF HARD WORKING IMMIGRANT PARENTS,0zz2Fk08d5U,issue14,Minimum Wage,1,1
HOUSE/CA33 LIEU SON OF HARD WORKING IMMIGRANT PARENTS,0zz2Fk08d5U,issue14,Minimum Wage,1,1
HOUSE/CA33 LIEU SON OF HARD WORKING IMMIGRANT PARENTS,0zz2Fk08d5U,issue14,Minimum Wage,1,1
HOUSE/CA36 BONO-MACK MY DAD,G-1oKLMhiQ4,issue35,Gambling,0,0
HOUSE/CA36 BONO-MACK MY DAD,G-1oKLMhiQ4,issue35,Gambling,0,0
