creative,uid,f_picture,f_dist,o_picture,o_dist
USSEN/KY MCCONNELL DIFFERENT DIRECTION 60,0B86hsZhKmM,1,0.36972559185911463,1,0.3399093266087073
USSEN/KY MCCONNELL DR SANDY,R59XywkUyTg,1,0.3300264497099356,0,0.7560204411379179
USSEN/KY MCCONNELL EMPTY PARKING SPACE,Jl6vHM_CBE8,1,0.3851300812228048,1,0.39499319067843036
USSEN/KY MCCONNELL FACT CHECKS,MJycGIFva7M,1,0.3142145901420483,1,0.5094316774604415
USSEN/KY MCCONNELL FARMERS,DQIpXidhQqc,1,0.37673747634463794,0,0.6781232534634196
USSEN/KY MCCONNELL FREEDOM,dtZCqHyIjl0,1,0.4720972764759541,0,0.6386917553452368
USSEN/KY MCCONNELL FREEDOM 60,n_J-K6lQw70,1,0.4664942814950992,0,0.7151354064527461
USSEN/KY MCCONNELL HYPOCRISY,XxSsolni6zQ,1,0.30978544576952904,1,0.44618385480958367
USSEN/KY MCCONNELL KATHY WALKER,drTVvto7od4,1,0.33461715868423797,1,0.36803719914510646
USSEN/KY MCCONNELL LAUGHABLE,-IbqSSO0Ldc,1,0.3488300910627021,1,0.40186115836548275
USSEN/KY MCCONNELL LEADS,oKekeACF3d8,1,0.3361627135321128,0,0.6064470478747128
USSEN/KY MCCONNELL LIFELONG,RrR8Xe1N1yg,1,0.344220486109028,0,0.775862681862108
USSEN/KY MCCONNELL NO EXPERIENCE,jtXcPamySC8,1,0.29254074082009585,1,0.43529124354104554
USSEN/KY MCCONNELL OUR VOICE FOR COAL,AUUuKwOilZ8,1,0.345577825002132,1,0.32678535680880477
USSEN/KY MCCONNELL PAUSES,SGPbQ6MvkUY,1,0.3384098942064396,1,0.4250481339224172
USSEN/KY MCCONNELL SAVED,aVrXWftBImA,1,0.3145542194380757,0,0.7213180239024378
USSEN/KY MCCONNELL SERIOUS TIMES,LomQCIZzA9s,1,0.27820728590966715,0,0.7099390137093224
USSEN/KY MCCONNELL STRONG KENTUCKY WOMAN,Rq8NhMvo0pY,1,0.3203870264448332,1,0.3448978879171121
USSEN/KY MCCONNELL THIS FALL,3TDRgcJ0tQA,1,0.3866033108683273,1,0.4220726537230845
USSEN/KY MCCONNELL TOUR BUS,0O9SF8BhsRQ,1,0.4083737674651601,1,0.4334981405351775
USSEN/KY MCCONNELL WILLIAMS,fG5Ws69wF0g,1,0.3955242956198493,0,0.6120065514941834
USSEN/LA CASSIDY A FEW WORDS,1PkJ2d6IQI4,0,0.7295213777815515,1,0.37491695148747867
USSEN/LA CASSIDY DUMB,VHqD6mekv-M,1,0.49642503394693427,1,0.39325515041322684
USSEN/LA CASSIDY EXEMPT,qYXF_9DRnhc,1,0.3946012488634752,0,0.7107440017819953
USSEN/LA CASSIDY I READ IT,-K9vJzPfw5A,1,0.2795363092494429,0,0.6974273290142957
USSEN/LA CASSIDY MISTAKE,us7RnWIu7u8,1,0.3128835663059667,0,0.5952145919581769
USSEN/LA CASSIDY SHE HAS CHANGED,l4FWHruqic4,1,0.4247278383324473,1,0.376018055867779
USSEN/LA CASSIDY TWO OBAMAS,RPdd0jVkaog,1,0.49690104896771115,1,0.4084198085680616
USSEN/LA CASSIDY YES WE CAN,6VRQwkE0II0,1,0.40162449747805856,1,0.4899702103687878
USSEN/LA CASSIDY YOUR TURN,0AJFxuO-Nu4,1,0.2952128904249068,1,0.39986154395655654
USSEN/LA CASSIDY&NRSC A MESS,irYt6H9AE3w,1,0.38279478727946237,1,0.38502138054074286
USSEN/LA CASSIDY&NRSC ANOTHER OBAMACARE LIE,fB3yB8nGFMs,1,0.42879348573149983,1,0.39886759924372284
USSEN/LA LANDRIEU CRAZY,N3eiLIbMbd8,1,0.44877514659293516,0,0.6818662640684081
USSEN/LA LANDRIEU ELECTRICIAN,_3-_JUGoGvo,0,0.6614900287609339,1,0.4034437021737979
USSEN/LA LANDRIEU EXTRA MILE,w3D0wyB9NcI,0,0.6759019572797108,0,0.7764910934857405
USSEN/LA LANDRIEU FATHER DAUGHTER 1,o57WvwHJMS0,1,0.33094873234318833,0,0.7247425360604562
USSEN/LA LANDRIEU FATHER DAUGHTER 2,DHjlbgjcJRg,1,0.3464530659159561,0,0.6527698033505775
USSEN/LA LANDRIEU FATHER DAUGHTER 3,XxNDGEvkMXo,1,0.3302389684688296,0,0.6206473466302351
USSEN/LA LANDRIEU LISTEN TO LOUISIANA,ExqR6B_GMGA,1,0.32141858655224853,0,0.6197545665262506
USSEN/LA LANDRIEU PK SCHEERLE,CAtfuqW1L-8,1,0.4216529731020585,1,0.4353114302141576
USSEN/LA LANDRIEU SHIP BUILDER,Id-G4R50T4A,1,0.4079717117736184,0,0.6922956018172293
USSEN/LA LANDRIEU WE'RE ALL WITH MARY,-ZzqgAmnAs8,1,0.4312977022728328,0,0.6822091905505425
USSEN/LA LANDRIEU WILL NOT REST,EQU87DQsYZ0,1,0.3975853998707818,0,0.6277878840464421
USSEN/MA BROWN ASBESTOS CLAIMS,p53HYpTu7Jk,1,0.447728232080175,0,0.573325288850424
USSEN/MA BROWN ASBESTOS VICTIMS,uizzOZFy7Dk,1,0.4488832112406734,0,0.6814917090089203
USSEN/MA BROWN BIPARTISAN SENATOR,qiq2130HAXI,1,0.448211534933055,0,0.6863321866463015
USSEN/MA BROWN CAUGHT IN A LIE,QNY4HL81oIU,1,0.43850312416291354,0,0.6620125376621636
USSEN/MA BROWN DIDN'T HAVE IT EASY,xf2iAj8ljRE,0,0.5221636597861063,0,0.7543567120211719
USSEN/MA BROWN FISHING INDUSTRY,AWFcqZjE2Zs,1,0.40132180770883796,0,0.7001903591466023
USSEN/MA BROWN GAIL HUFF 3,AWuVw_n4NSs,1,0.398969906493658,1,0.346594646261299
USSEN/MA BROWN HERITAGE CLAIMS,d0xWBRNrDfw,1,0.4022763491429546,1,0.3888458446177528
USSEN/MA BROWN HIRED GUN,n-WlHW4Tj0c,1,0.4430908739652909,1,0.38176699320420876
USSEN/MA BROWN INSIDER TRADING,aExxgbIuGlU,1,0.5102615223458989,0,0.6102933136424945
USSEN/MA BROWN KEEP TAXES LOW,jhxNO_VWVFM,1,0.4299952802945283,1,0.42233688405766007
USSEN/MA BROWN KONNIE LUKES,99L5Ipiw7FA,1,0.4153951233717166,0,0.6129895064472697
USSEN/MA BROWN LAURIE MYERS,vycWApIe_zw,1,0.41921460557853335,0,0.5578795792528738
USSEN/MA BROWN NEGATIVE ATTACKS,_sl4Gz56YFQ,1,0.44449603662373505,0,0.530273396778231
USSEN/MA BROWN PAUL WALSH,7wUQJTqGR3Y,1,0.4281312960426489,0,0.5552131737749463
USSEN/MA BROWN PAUL WALSH 2,UAp6tXNhTuU,1,0.4431954413973074,0,0.5468055572533546
USSEN/MA BROWN RAY FLYNN ENDORSEMENT,ysTh7eQlCTw,1,0.43316504413567286,0,0.6885624459090577
USSEN/MA BROWN SPRINGFIELD TORNADOES,Q_GX1NtbD_k,0,0.5745298292911588,0,0.6170581705419355
USSEN/MA BROWN SUPPORTS WOMEN,5kUdnLx5n5Y,1,0.41533081780814773,0,0.6752010158011006
USSEN/MA BROWN THE CHOICE,w9CETXKuPoU,1,0.40857552960961663,1,0.41298915489729904
USSEN/MA BROWN THOMAS HUDNER,Si38w4LZscs,1,0.4172253599276214,0,0.6901675580668386
USSEN/MA BROWN TOUGH ON THE MIDDLE CLASS,07Pid6Am69I,1,0.44352827693893554,0,0.6024476506648884
USSEN/MA BROWN VOTE THE PERSON,waEOB6v76A8,1,0.42739265390896447,0,0.5237547638063637
USSEN/MA BROWN VOTE THE PERSON 60,otMMS-lrg2A,1,0.36871739156540984,1,0.49182655933014435
USSEN/MA MARKEY HARD TO BELIEVE,HpXae-GKzf4,1,0.39180744276347085,0,0.6003764315367958
USSEN/MA MARKEY TOGETHER,i9zJf56gTCw,1,0.336029648131659,0,0.669404533231728
USSEN/MA WARREN ATTACKING MY FAMILY,4oIVinDXzOw,1,0.281741241488363,0,0.8147375839930197
USSEN/MA WARREN CLEAR CHOICE,hcAql-GCCwI,1,0.4489099094741633,0,0.516233104218785
USSEN/MA WARREN CORPORATE INTERESTS,U4PLPC75bco,1,0.43999345938196893,0,0.6169058203053734
USSEN/MA WARREN JUST ONE VOTE,L5kwaViRFWU,1,0.3750145242735637,1,0.4433424696812461
USSEN/MA WARREN MENINO ENDORSEMENT,ljXva87fDqc,1,0.4374693776859553,0,0.5726060658813283
USSEN/MA WARREN MESOTHELIOMA VICTIMS,eUDWjSNyTLI,1,0.40320629091386456,0,0.7093283772110723
USSEN/MA WARREN MESOTHELIOMA VICTIMS 2,mn9G7ZS_2Uo,1,0.412658348190653,0,0.6334493635610773
USSEN/MA WARREN MY FIGHT IS FOR YOU,EOgpW0CxKJo,1,0.3469557700870495,0,0.5855407887332962
USSEN/MA WARREN NOT A BAD GUY 60,l7EIBzZ6sxo,1,0.2980988295214029,0,0.848426225571237
USSEN/MA WARREN REAL FIGHTER,W8Lp66KISa4,1,0.41410711364802594,0,0.5965231843560129
USSEN/MA WARREN SAME OLD BATTLES,gDPcAbqCdR8,1,0.35440124968464337,0,0.8296768873933525
USSEN/MA WARREN STANDS UP FOR PEOPLE,OWoy9wceXl4,1,0.3748512697897496,0,0.6351940891814529
USSEN/MA WARREN STUDENT LOAD DEBT,1sLZD0Ne6_8,1,0.28892283584078554,0,0.593236370485138
USSEN/MA WARREN THE PEOPLE'S SIDE,OIm351vhQmU,1,0.44630101207820505,0,0.5887023178860153
USSEN/MA WARREN WOMEN'S ISSUES,GNpDs2o_J8c,0,0.5886020309319554,0,0.6494049444786288
USSEN/MD CARDIN HEAVY LIFTING,TE8sPAyegFo,1,0.44129762328105093,0,0.6492086440074674
USSEN/MD CARDIN LUCKY,Uw0Tef_HgsM,1,0.4351860361916986,0,0.6262014468894989
USSEN/ME BELLOWS CONVERSATION,AF8N1iEq7Rk,0,0.5856261404657954,0,0.5994426676130366
USSEN/ME BELLOWS FRANK,EbyPhDkVQfs,0,0.5900723202537018,0,0.6786086354134161
USSEN/ME BELLOWS I WOULD,G3uTHvjvJys,1,0.37152249891607203,0,0.80156467072208
USSEN/ME BELLOWS LILLIAN,vXofTZzDQZE,1,0.43621420233473623,0,0.6621385417568116
USSEN/ME BELLOWS MAINE ROOTS,2OWWMMYVT3A,1,0.3564361066064487,0,0.6237282470494857
USSEN/ME BELLOWS MAKING IT,U_M2W80wfac,1,0.41725659820736183,0,0.6812241306453308
USSEN/ME BELLOWS STAND WITH YOU,-et__psVgNk,1,0.41361886129053727,0,0.6563622324330798
USSEN/ME BELLOWS STEPHEN KING,kej8f6wa9Xk,1,0.28543790531273355,1,0.4084919136871291
USSEN/ME BELLOWS WALK,uQhFggwJtDg,1,0.40236695611794265,0,0.711714450676821
USSEN/ME COLLINS ADVOCATE,4dt1mH7o640,1,0.3547263198598155,0,0.5905972078467776
USSEN/ME COLLINS ALWAYS THERE,P6wQUV0U5vo,1,0.3665804539046053,0,0.5987094820488488
USSEN/ME COLLINS BATH IRON WORKS 60,HdfVBkuNEwc,1,0.362876400296661,0,0.6415402044729074
USSEN/ME COLLINS EDUCATION AND TRAINING,UUiuSDJMbSs,1,0.40311624212253694,0,0.6295333144289631
USSEN/ME COLLINS FEED 60,vVn-4AvjAao,1,0.37765094274656114,0,0.5975452799518487
USSEN/ME COLLINS LEAD THE WAY,3mnRFVY2wmU,1,0.09345579576077638,0,0.6175236219736799
USSEN/ME COLLINS OUR SENATOR,xRm2fkgtMo4,1,0.32120495022393336,0,0.5630671145845965
USSEN/ME COLLINS OUR SENATOR BANGOR,H_jorY4_Bus,1,0.38620121672402846,0,0.6227610018704426
USSEN/ME COLLINS OUR SENATOR PORTLAND,yys4NKRb-o0,1,0.39607766049883286,0,0.659456401710041
USSEN/ME COLLINS REMEMBER,Da9DWdFDqBM,1,0.34815927846755473,0,0.5380816374678712
USSEN/ME COLLINS SAVED,n2mGe2dx9zk,1,0.33433356415535315,0,0.6248683704909612
USSEN/ME COLLINS THE JOURNEY,VTEvyoz2_-Y,1,0.3678906719629769,0,0.677360615797694
USSEN/ME KING GODZILLA,pTyD7k8ZS7o,1,0.31876026144679065,0,0.622686321850397
USSEN/ME KING KNOW THE TRUTH,UMYIXQglB3I,1,0.33303631475318385,0,0.5271122140436098
USSEN/ME KING NEW INDEPENDENT DIRECTION,FuJ6kz_OvpU,1,0.31357160599624256,0,0.5878280988259557
USSEN/ME KING STAKES ARE HUGE,iJcGyS7sJDk,1,0.28370324951465475,0,0.6054456235041014
USSEN/ME KING THERE THEY GO AGAIN,fZgmydmDduk,1,0.32549269642571826,0,0.6236058924844061
USSEN/ME KING THINKS INDEPENDENTLY,-mSr7xr30-k,1,0.4377643206570659,0,0.5173663704132121
USSEN/ME KING UNIQUE LIFE,c-JCOuhNpBc,1,0.37274539758849545,1,0.4823370633274595
USSEN/ME NRSC&SUMMERS LIVED IT,wLnHnYUdtdk,1,0.39911993026532494,0,0.5480817771463978
USSEN/ME NRSC&SUMMERS WORST THING WE COULD DO,e4qqNaZKP3E,1,0.37394311918089146,1,0.3549302730268538
USSEN/ME SUMMERS BUDGET SHORTFALL,lahBNPT4IPM,1,0.44099685259821986,1,0.45388517956128804
USSEN/ME SUMMERS MEET CHARLIE,CJm-Q4EfMbI,1,0.4904106091364308,0,0.5392649127367277
USSEN/ME SUMMERS SOCIAL SECURITY AND MEDICARE,6UkPs1n66qM,1,0.4321986445701224,0,0.5853819478798827
USSEN/MI LAND BAD LOANS,F3WOFHcre20,1,0.3479049371587965,1,0.41199500757051893
USSEN/MI LAND BORDER CRISIS,SXPi-RbYj5g,1,0.33827891429556933,1,0.3390320713977266
USSEN/MI LAND CRISIS AT THE BORDER,5lp5KRd36bU,1,0.35738365776832476,1,0.35654847060946837
USSEN/MI LAND I PLEDGE,rkqKqcQE3nc,1,0.390179059688583,0,0.6091796025163583
USSEN/MI LAND MICHIGAN FIRST,-FfQpL-S0hI,1,0.36467854684312173,0,0.6006539703038611
USSEN/MI LAND MICHIGAN FIRST PLAN,WSKcJrcZ6HQ,1,0.34557596745793745,0,0.7299152696420084
USSEN/MI LAND MOMS GET THINGS DONE,vm2rAUaubxw,1,0.3411459502514447,0,0.6986347872000318
USSEN/MI LAND PROFITING FROM POLLUTION,q4bMJa8b0gk,1,0.34141381015481975,1,0.3103928056606049
USSEN/MI LAND REALLY,dc_AAje-4l0,1,0.3831294854327189,0,0.7012794304954247
USSEN/MI LAND ROADBLOCK,E4qfpe81114,1,0.3764429442971767,1,0.453354564155907
USSEN/MI LAND STOP FIGHTING START LISTENING,iWbfqEUf0Qo,1,0.32620992947664473,0,0.6746652634675125
USSEN/MI LAND SUCCESS STORY,E2hpSswMoqc,1,0.37247698841764637,1,0.49666203067806647
USSEN/MI LAND WAR ON MICHIGAN,sgREGcJ-OTc,1,0.3695758369358841,0,0.5584142955707959
USSEN/MI LAND&NRSC SIPHONED OFF,dXvWkdyx8ro,1,0.32049276046518216,1,0.5109515378613997
USSEN/MI PETERS FRUGAL,Njz0Dqc0EbU,1,0.28372827083906554,0,0.6249751436568343
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,EMBQQBUoY-0,1,0.31132574459265805,0,0.6212406525699344
USSEN/MI PETERS&DSCC HEROIC 60,YwVKxoybOUk,1,0.28599513298033974,0,0.6052783579335673
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,dcNDu2bBsHU,1,0.39237831871476025,0,0.5759005202290837
USSEN/MI STABENOW CUT MEDICARE,LxA4wd2b1Do,1,0.32580130292418624,1,0.33109355586514605
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,BgPs8bPW9KI,1,0.3804227532635285,1,0.3631306260681553
USSEN/MI STABENOW FARM BILL,Or3WQRW4Kq4,1,0.4064910818675556,0,0.5689503008859369
USSEN/MI STABENOW FARMERS,9vTp_G9lJLI,1,0.4156907815488654,0,0.6069246423302299
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,SIHByr5aS3Q,1,0.3669386284908557,0,0.5349866802957839
USSEN/MI STABENOW ROGERS FOAM,x4cXoodCFvY,1,0.36670164762348706,0,0.6165891539406959
USSEN/MN FRANKEN ALL TOGETHER,uTYtmPYUKdA,1,0.34016942161246405,0,0.6262260580384788
USSEN/MN FRANKEN BERMUDA,Zg3rbEbrRqc,0,0.5224316810583153,1,0.11181324794167354
USSEN/MN FRANKEN COMMON DECENCY,afXNiDsMTwo,1,0.4641669782087476,0,0.7044376418140547
USSEN/MN FRANKEN FOOD SAFETY 60,6R8l9WaHd4o,0,0.5770002386936596,0,0.612833976172287
USSEN/MN FRANKEN GRIDLOCK,CAk3W7VhU74,1,0.4099976187643298,0,0.6111296167767535
USSEN/MN FRANKEN HEAD DOWN,oSyzwg_v7u4,1,0.33954128983192017,0,0.6232678874230079
USSEN/MN FRANKEN HOLLY 60,LzGRSFy09HI,1,0.28547126759791086,0,0.6277688578298757
USSEN/MN FRANKEN JOBS,b0ZfQ3QQY0A,1,0.3966825814067431,0,0.6706292753177683
USSEN/MN FRANKEN LUCKY,J4S0ZarnyMI,1,0.4725434900855858,1,0.12410778497853993
USSEN/MN FRANKEN MENTAL ILLNESS,49FCZlXk9_o,1,0.36096912968780315,0,0.6950170276548083
USSEN/MN FRANKEN POSTCARDS,QsHqB4CPu40,1,0.4393901289817091,1,0.11190498862037382
USSEN/MN FRANKEN RIGGED,Mzh9KTh2KrU,1,0.38561849666746045,0,0.6744819051145594
USSEN/MN FRANKEN SERIOUS,xuJm0BnbcSQ,1,0.418295373277912,1,0.41836470395642605
USSEN/MN FRANKEN SIGNED INTO LAW,hgwHVTv6rvY,1,0.35138278357283637,0,0.6404882457319407
USSEN/MN FRANKEN SPECIAL BREAKS,3BbAiy_QVf8,1,0.3287117754127058,0,0.7463618982677215
USSEN/MN FRANKEN THE MILL 60,X4N0nF4mSbk,1,0.49436985454815835,1,0.501435198712631
USSEN/MN KLOBUCHAR BETSY SATHERS,G65k72N9Z4I,1,0.37521024365397565,0,0.64740880668398
USSEN/MN KLOBUCHAR CHAMPION,FHdhSYf_IwM,0,0.5814324049652637,0,0.6107513511214109
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,2b63Mqi99uk,1,0.37775518250488616,0,0.6387665022156963
USSEN/MN KLOBUCHAR MY MOM,wpUY6gwDHMM,1,0.4320537504707035,0,0.5889447684655015
USSEN/MN KLOBUCHAR PAUL WALSER,NELmhoBwO-4,1,0.3960859138884002,0,0.5358489822097667
USSEN/MN KLOBUCHAR VETERANS BENEFITS,L66I6mQXkRQ,1,0.39448312654980494,0,0.6107478403856168
USSEN/MN MCFADDEN 97 PERCENT,uO9jwADqGpg,1,0.4337734604105129,1,0.42366429673314737
USSEN/MN MCFADDEN CLUE,4AtS0rtrlzk,1,0.40279596792905736,1,0.4596057264681126
USSEN/MN MCFADDEN DEBATE PART ONE,4kE4Z36nL7M,1,0.4391747348289197,0,0.7077662237113859
USSEN/MN MCFADDEN DEBATE PART TWO,JZNZMyycYo0,1,0.5071003245742111,0,0.6405898286176822
USSEN/MN MCFADDEN HIDING 15,ANqhltykvXQ,1,0.5050516791394483,1,0.4575409802817191
USSEN/MN MCFADDEN IT'S TIME,2FvbJjYuMX4,0,0.5754607928754987,0,0.6243001950480057
USSEN/MN MCFADDEN MISSED THE MARK,6vD8oDRy5dc,1,0.38676932694280813,0,0.7201862887050058
USSEN/MN MCFADDEN MOLLY,m00WdJOfeao,1,0.3504434506903987,0,0.5637149713032285
USSEN/MO AKIN 6 YEAR RECORD,7KEyweLBzrs,1,0.38298710750604537,0,0.8566628781801807
USSEN/MO AKIN BROKE OUR TRUST,WxAFTbwqVW8,1,0.38395013767547187,1,0.435083141915706
USSEN/MO AKIN CORRUPT CLAIRE,lWi178102lo,1,0.398856383368672,1,0.4742979906407017
USSEN/MO AKIN GETTING RICH OFF US,NYG8pXyT1n8,1,0.3978858554729103,1,0.44572283766094706
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,oqTepM3We_U,1,0.3906364159933262,0,0.5921506419019047
USSEN/MO AKIN I APOLOGIZE,R57E3S8RO7A,1,0.411287705993476,0,0.7985771381326724
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,OPtwl08gCME,1,0.4482805283320679,1,0.44586253140477067
USSEN/MO AKIN SELLING US OUT,ESAZbG4V8Co,1,0.39697081867581296,0,0.8219882723390567
USSEN/MO AKIN STRONGER FAMILIES,9LD24QJaDuU,1,0.4027985645761555,0,0.605410606463236
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,XlpIuI0vDbA,1,0.38935953243894933,0,0.5910888108333897
USSEN/MO MCCASKILL COMMON SENSE WAY,MrhfG0BT2KU,1,0.30785824770661,0,0.5550597639403865
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,PcpvqEtn-qU,1,0.39010575191249575,1,0.43608793830512527
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,ySuGj2vA8_E,1,0.38987582955145694,0,0.7624801088819733
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,sxLuYfylgN4,1,0.384796859366894,0,0.7666134742019519
USSEN/MO MCCASKILL FAMILY AND MO FIRST,Q63ih_EuTic,1,0.37103677394495393,0,0.5893199924291989
USSEN/MO MCCASKILL NOT FROM AROUND HERE,1AM4OjHVuKo,1,0.3748581468050932,0,0.6165716847668604
USSEN/MO MCCASKILL NUMBER 50,jrqAIuC4Yr0,1,0.3765885543755869,1,0.5088919601673811
USSEN/MO MCCASKILL SCARY,Ag0iHDkXNrg,0,0.567097299916462,1,0.48717162732803815
USSEN/MO MCCASKILL SHARED VALUES,1Ml6kP3TIzg,1,0.3305094562573329,0,0.5801564161172511
USSEN/MO MCCASKILL SHARED VALUES REV,PIH_Xzvm24k,0,0.5382750779133084,0,0.6578352111305451
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,b5uiezh0dqE,0,0.5894660859549198,0,0.5621208200549125
USSEN/MO MCCASKILL STUDENT LOANS,a1BTJ11-o2k,1,0.41444800791347175,1,0.39345359552886605
USSEN/MO MCCASKILL TIMELINE,uT3wcMsb8GA,0,0.6192468843450998,1,0.44144544120414475
USSEN/MO MCCASKILL TRUE COLORS,VmaEDYPLS2s,1,0.3872331570251918,0,0.7633849541979653
USSEN/MO MCCASKILL VETERANS AFFAIRS,pJ5mY7Y0nbI,1,0.38359368644299324,0,0.609691924216142
USSEN/MS COCHRAN SO MUCH AT STAKE,Z_YZgDg3J88,1,0.3060858340776013,0,0.5456029408236265
USSEN/MS COCHRAN WORKING,VHXjbgkbJGs,1,0.33218557930038317,0,0.617106620843753
USSEN/MT CURTIS ONE OF US,yy4jOjfxSDg,1,0.3640573492190522,0,0.6399794435001344
USSEN/MT CURTIS WE HAVE TO FIGHT,9kEunDRv1KI,1,0.3458352918049555,0,0.6750752694579647
USSEN/MT DAINES BALANCED BUDGET,WNgAr7lxCXA,1,0.27034099617263607,0,0.6710463722145127
USSEN/MT DAINES CHARACTER,FwTHMcUpGU4,1,0.41741302650959516,0,0.5980439906807523
USSEN/MT DAINES CINDY REV,vp-4LNN_fsU,1,0.2552289327076122,0,0.601110537388898
USSEN/MT DAINES ED REGAN,RMd8Lr3cmlM,0,0.5903117666007291,0,0.6788805171864974
USSEN/MT DAINES INJUSTICE,J-n2gIM3KNM,1,0.34892176586296125,0,0.6678522552811063
USSEN/MT DAINES MONTANA JOBS,oMFjPLSdt9c,0,0.6113523863178272,0,0.5919156960541978
USSEN/MT DAINES MOTIVATION,enDMt5fzAaw,1,0.27870150607258737,0,0.5740334032916552
USSEN/MT DAINES PUBLIC LAND,xJ7eZwbXhvI,1,0.45184001829127235,0,0.6369389040465867
USSEN/MT DAINES SOLEMN,u0ZUX4DdHQg,1,0.3366196749455497,0,0.6789549636460267
USSEN/MT NRSC&REHBERG ENGINES OF ECONOMIC GROWTH,9uAUFSEs6YI,1,0.46665565057053354,0,0.6296180086811737
USSEN/MT REHBERG BALONEY 3,14J2g_lgmQo,1,0.3515042016602067,1,0.3356981770857357
USSEN/MT REHBERG BALONEY 4,aJXnistC8rk,1,0.34763879900179695,0,0.7238155469108807
USSEN/MT REHBERG COAL REGULATIONS,tAjFNueAS7k,1,0.34770394634501883,0,0.6548807147466188
USSEN/MT REHBERG GIVE IT THEIR ALL,vSnhMy4cMD4,1,0.3813167792872894,0,0.6445608110093228
USSEN/MT REHBERG JUST DOESN'T GET IT,2DRmzn6mnTM,1,0.42538038342662843,0,0.6726019484868918
USSEN/MT REHBERG LINDA & MARSHA FREY,y5L7-nAVWYQ,1,0.35849628502219416,0,0.6950791872259449
USSEN/MT REHBERG NIGHT AND DAY,eG2HgLugl00,1,0.3070645762799212,0,0.8558708089507591
USSEN/MT REHBERG NOT TRUE,Qa3Vkx7mXzY,1,0.47782715547042975,0,0.5294757865125281
USSEN/MT REHBERG ROMNEY ENDORSEMENT,oVSv6lD227Y,1,0.3434407532304475,0,0.7781135079676015
USSEN/MT REHBERG TALK IS CHEAP,WDC11geqCZA,0,0.5325062154451224,1,0.4818552686461977
USSEN/MT REHBERG TRADED OUR VALUES,CErRmd6VqRI,1,0.348120730839009,0,0.5605000499935754
USSEN/MT REHBERG VOTES WITH US,zbfgVu3POOw,1,0.35437252763322774,0,0.5839163406466626
USSEN/NC HAGAN ANNA,hlE-rGmI2uM,1,0.29967178052125004,1,0.365046532394957
USSEN/NC HAGAN ATTACKING FAMILY,pDC9TiSzW54,1,0.3012383263878956,1,0.36382600588180286
USSEN/NC HAGAN EDUCATION MEANS OPPORTUNITY,UvwDMcHq7qM,1,0.3259057762885916,1,0.31276716934622895
USSEN/NC HAGAN FABRIC,Uu5WrnsXeUA,1,0.31299548497670887,0,0.6852484225852833
USSEN/NC HAGAN FOR JANEY,6kGZvwVlWlQ,1,0.31051125317775896,0,0.6682372320881983
USSEN/NC HAGAN LOW,SasFja3vFtQ,1,0.3051735067710962,1,0.34957981284008843
USSEN/NC HAGAN MAJOR NEWSPAPERS,813N-Y-rmJQ,1,0.3072547596295279,0,0.6392059373022663
USSEN/NC HAGAN NEVA,jrNF4VGfmvc,1,0.29939927274459666,1,0.29131516697100635
USSEN/NC HAGAN SAME TEAM,Y4OQZ1I6xVg,1,0.30305668589232376,0,0.5793862641744469
USSEN/NC HAGAN TELL THOM TILLIS ANNA,KPJel1qFStU,1,0.2940038433615479,1,0.35180823851939125
USSEN/NC HAGAN TELL THOM TILLIS JUSTIN,WA2e5sOcRyA,1,0.2932206036957987,1,0.2813130772377898
USSEN/NC HAGAN TELL THOM TILLIS MEGAN,Z7ZKmpZpr-E,1,0.2979802111687839,0,0.5325164651363683
USSEN/NC HAGAN TELL THOM TILLIS SHEREE,jXjyKU_V0TA,1,0.2959337473175354,1,0.2887393986794898
USSEN/NC HAGAN TOUGH ENOUGH,VIn9Jzn1rss,1,0.3038233307747873,0,0.6972353695964911
USSEN/NC HAGAN VAIN,dgT6s67Jsas,1,0.2924871113446307,0,0.678602673290866
USSEN/NC HAGAN&DSCC IMPORTANT ISSUES,7pRwnjLAAf0,1,0.2996810382599023,1,0.37619092052826597
USSEN/NC HAGAN&DSCC RECORD,5IlKNIu4uTQ,1,0.30585314047758466,1,0.3312784098109172
USSEN/NC NRSC&TILLIS MATH,PHIuN0b0QzA,1,0.2967114079065154,0,0.5829243773891432
USSEN/NC TILLIS CHANGE DIRECTION,4L-FCU_TbCE,1,0.3779018370668265,1,0.39249359200900497
USSEN/NC TILLIS KAY HAGAN DID COCKTAILS,ER2fcFiCPy8,1,0.4408281817739168,1,0.4603216498948846
USSEN/NC TILLIS LONG CAMPAIGN,fkcUDPnYvFY,1,0.2808721508444773,0,0.753425012381565
