"creative","racelab","rep","dem","third","repinc","deminc","thirdinc","win","thirdpty","inc","won"
"GOV/WV TOMBLIN WV COAL MINERS","gov2012","Maloney, Bill","Tomblin, Earl Ray","Johnson, Jesse",0,1,0,"D",NA,1,1
"PRES/DNC&OBAMA THE CHOICE 60","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/DNC&OBAMA THE SAME","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/DNC&OBAMA WOMEN SPEAK JENNI","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA 537","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA ALWAYS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA BALANCED","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA BELIEVE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA BIG BIRD","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA BLATANT","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA BRIAN FROM OHIO","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA BUEN EJEMPLO SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA BUSINESS EXPERIENCE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA CARE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA CHALLENGES","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA CHARACTER","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA CHILDREN","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA CLEAR CHOICE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA COLLAPSE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA COME AND GO","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA COMEBACK OH","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA COMMITMENT","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA CRISTINA SARALEGUI CO SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA CRISTINA SARALEGUI ECONOMY SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA CRISTINA SARALEGUI EDUCATION SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA CRISTINA SARALEGUI FL SP 60","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA CRISTINA SARALEGUI MUCHISIMO SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA CYNICAL","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA DANIELLA SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA DANIELLA URBINA SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA DANIELLA URBINA SP 2","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA DE ESO NADA SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA DECISION","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA DECISION CLARA SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA DETERMINATION 60","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA DISHONEST","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA EARNED","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA ECONOMIC GROWTH","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA EL VOTO ES CRITICO SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA ELENA SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA ELENA VIDAL MCCULLOUGH SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA ELENA VIDAL MCCULLOUGH SP 2","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA ERNESTO APREZA SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA ERNESTO APREZA SP 2","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA ERNESTO SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA FACTS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA FAIR SHARE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA FIRMS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA FIRST LAW","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA FRIEND OF COAL","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA GET REAL MITT","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA GO 60","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA GOTTA VOTE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA GOVERNOR LYNCH","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA GUIDE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA HE'S GOT IT RIGHT","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA HEAVY LOAD","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA HIDING","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA HIGHER EDUCATION FL","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA HIGHER EDUCATION NC","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA HIGHER EDUCATION NV","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA HIGHER EDUCATION OH","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA HIGHER EDUCATION VA","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA I BELIEVE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA IT WASN'T EASY SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA JOBS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA LA VERDAD SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA LA VERDAD SP 60","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA LOOKING","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA LYNNETTE ACOSTA SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA LYNNETTE SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA MADE IN AMERICA","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA MADE IN OHIO","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA MAIN STREET","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA MAKES YOU WONDER","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA MANDATORY","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA MANNY DIAZ SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA MEDICARE SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA MOSAIC","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA MY JOB","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA NUMBER ONE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA ONLY CHOICE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA OUR VOICE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA PAGAR LA CUENTA SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA PERSONAL","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA PLAN","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA POLICY","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA PRE-EXISTING CONDITIONS SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA PRESERVING","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA PROMISES","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA PROTEGE EL SUENO","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA QUE SIGNIFICARIA SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA REBUILDING","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA REGISTER TO VOTE FL SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA REGISTER TO VOTE FL SP 2","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA REGISTER TO VOTE NV SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA REGISTER TO VOTE NV SP 2","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA REGISTER TO VOTE SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA REMEMBER","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA REMEMBER GENERAL","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA REMEMBER REV","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA REVEALED IA","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA REVEALED OH","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA REVEALED VA","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA REVERSE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA RODRIGO RIOS SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA RODRIGO SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA SACRED TRUST","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA SEEN","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA SINCE WHEN","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA SLEEPLESS NIGHTS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA SOLID","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA SON OF BOSS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA STEEL 120","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA STEEL 60","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA STRETCH","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA SUCCEED","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA SWISS BANK ACCOUNT","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA TABLE 120","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA THAT GUY","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA THE CHEATERS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA THE CHOICE 60","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA THE PROBLEM","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA THE QUESTION 60","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA THE SAME","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA TIRES","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA TOUGH LUCK","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA TROUBLED","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA TRUST","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA TWO PLANS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA UNA OBLIGACION ROTA SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA UNBREAKABLE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA UNPRECEDENTED","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WE'VE HEARD IT ALL BEFORE 60","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WHAT ARE YOU GOING TO TELL THEM","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WHAT ARE YOU GOING TO TELL THEM OH","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WHAT ARE YOU GOING TO TELL THEM WI","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WHAT HE SAID","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WHAT IT TAKES","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WHICH DO YOU BELIEVE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WOMEN SPEAK CRISIS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WOMEN SPEAK DAWN AND ALEX","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WOMEN SPEAK JENNI","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WON'T SAY","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WONDERFUL","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WORKING FAMILIES SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/OBAMA WORRIED","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,1,1
"PRES/RNC&ROMNEY BE NOT AFRAID","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY BELIEVE IN OUR FUTURE 60","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY BETTER FUTURE SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY DREAM","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY GRAN LOGRO SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY NO PODEMOS MAS SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY NO SE PUDO SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY PAIS DE INMIGRANTES SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY RAISE TAXES","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY RIGHT CHOICE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY SOLUCIONES PARA LA INMIGRACION SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY THE RIGHT KIND OF LEADERSHIP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY THESE HANDS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY WHERE DID ALL THE MONEY GO","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY WHO WILL RAISE TAXES","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY WORK FOR WELFARE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/RNC&ROMNEY WORK FOR WELFARE IA","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY 12 MILLION JOBS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER DAY","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER DAY SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE CO DEFENSE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE CO OVERREGULATION","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE FL DEFENSE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE FL HOME VALUES","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE IA DEFICIT","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE IA OVERREGULATION","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE NC DEFENSE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE NC MANUFACTURING","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE NH","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE NV","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE OH DEFENSE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE OH MANUFACTURING","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE VA DEFENSE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE VA ENERGY","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE VA FAMILIES","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY A BETTER FUTURE WI DEFICIT","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY AMERICA DESERVES BETTER","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY AMIGO SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY BANKRUPT","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY BORN AND RAISED IN NEVADA","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY BRINGING PEOPLE TOGETHER","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY CABINET MEMBERS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY CHERISHED RELATIONSHIP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY DAY ONE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY DAY ONE PART TWO","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY DAY ONE SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY DEAR DAUGHTER","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY DO MORE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY DOING FINE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY DOING FINE SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY EXTREME","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY FACTS ARE CLEAR","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY FAILING AMERICAN FAMILIES","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY FAILING AMERICAN WORKERS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY FIND A WAY","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY FIRST 100 DAYS IA","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY FIRST 100 DAYS NC","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY FIRST 100 DAYS OH","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY FIRST 100 DAYS VA","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY FOCUS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY GIVE ME A BREAK","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY HELPING THE MIDDLE CLASS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY HISPANIC COMMUNITY SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY HOPE AND CHANGE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY IMPORTANT ELECTION","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY IOWA NEWSPAPERS AGREE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY IT'S JUST NOT GETTING BETTER","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY JUNTOS CON ROMNEY SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY JUNTOS SP 60","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY JUNTOS SP 60 REV","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY LOS INVITO SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY NO EVIDENCE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
